ncppb_number	identifier_raw	identifier_normalized	identifier_type	clause_type	clause_order	source_start	source_end	normalization_status	validation_status	identifier_strength	risk_level	search_eligible	review_reason	collision_strain_count	collision_strains
NCPPB 1025	NCPPB 1025	NCPPB1025	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1025
NCPPB 1043	NCPPB 1043	NCPPB1043	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1043
NCPPB 1046	NCPPB 1046	NCPPB1046	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1046
NCPPB 1048	NCPPB 1048	NCPPB1048	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1048
NCPPB 1050	NCPPB 1050	NCPPB1050	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1050
NCPPB 1056	NCPPB 1056	NCPPB1056	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1056
NCPPB 1058	NCPPB 1058	NCPPB1058	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1058
NCPPB 1059	NCPPB 1059	NCPPB1059	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1059
NCPPB 1060	NCPPB 1060	NCPPB1060	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1060
NCPPB 1061	NCPPB 1061	NCPPB1061	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1061
NCPPB 1062	NCPPB 1062	NCPPB1062	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1062
NCPPB 1063	NCPPB 1063	NCPPB1063	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1063
NCPPB 1067	NCPPB 1067	NCPPB1067	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1067
NCPPB 1068	NCPPB 1068	NCPPB1068	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1068
NCPPB 1117	NCPPB 1117	NCPPB1117	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1117
NCPPB 1124	NCPPB 1124	NCPPB1124	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1124
NCPPB 1128	NCPPB 1128	NCPPB1128	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1128
NCPPB 1129	NCPPB 1129	NCPPB1129	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1129
NCPPB 1131	NCPPB 1131	NCPPB1131	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1131
NCPPB 1132	NCPPB 1132	NCPPB1132	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1132
NCPPB 1135	NCPPB 1135	NCPPB1135	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1135
NCPPB 1136	NCPPB 1136	NCPPB1136	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1136
NCPPB 1138	NCPPB 1138	NCPPB1138	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1138
NCPPB 1141	NCPPB 1141	NCPPB1141	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1141
NCPPB 1143	NCPPB 1143	NCPPB1143	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1143
NCPPB 1144	NCPPB 1144	NCPPB1144	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1144
NCPPB 1145	NCPPB 1145	NCPPB1145	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1145
NCPPB 1146	NCPPB 1146	NCPPB1146	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1146
NCPPB 1147	NCPPB 1147	NCPPB1147	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1147
NCPPB 1148	NCPPB 1148	NCPPB1148	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1148
NCPPB 1149	NCPPB 1149	NCPPB1149	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1149
NCPPB 1150	NCPPB 1150	NCPPB1150	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1150
NCPPB 1151	NCPPB 1151	NCPPB1151	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1151
NCPPB 1152	NCPPB 1152	NCPPB1152	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1152
NCPPB 1153	NCPPB 1153	NCPPB1153	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1153
NCPPB 1154	NCPPB 1154	NCPPB1154	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1154
NCPPB 1155	NCPPB 1155	NCPPB1155	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1155
NCPPB 1158	NCPPB 1158	NCPPB1158	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1158
NCPPB 1159	NCPPB 1159	NCPPB1159	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1159
NCPPB 1160	NCPPB 1160	NCPPB1160	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1160
NCPPB 1161	NCPPB 1161	NCPPB1161	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1161
NCPPB 1235	NCPPB 1235	NCPPB1235	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1235
NCPPB 1241	NCPPB 1241	NCPPB1241	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1241
NCPPB 1244	NCPPB 1244	NCPPB1244	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1244
NCPPB 1324	NCPPB 1324	NCPPB1324	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1324
NCPPB 1325	NCPPB 1325	NCPPB1325	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1325
NCPPB 1326	NCPPB 1326	NCPPB1326	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1326
NCPPB 1332	NCPPB 1332	NCPPB1332	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1332
NCPPB 1334	NCPPB 1334	NCPPB1334	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1334
NCPPB 1336	NCPPB 1336	NCPPB1336	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1336
NCPPB 1337	NCPPB 1337	NCPPB1337	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1337
NCPPB 1381	NCPPB 1381	NCPPB1381	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1381
NCPPB 1393	NCPPB 1393	NCPPB1393	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1393
NCPPB 1394	NCPPB 1394	NCPPB1394	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1394
NCPPB 1395	NCPPB 1395	NCPPB1395	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1395
NCPPB 1396	NCPPB 1396	NCPPB1396	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1396
NCPPB 1402	NCPPB 1402	NCPPB1402	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1402
NCPPB 1420	NCPPB 1420	NCPPB1420	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1420
NCPPB 1421	NCPPB 1421	NCPPB1421	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1421
NCPPB 1422	NCPPB 1422	NCPPB1422	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1422
NCPPB 1423	NCPPB 1423	NCPPB1423	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1423
NCPPB 1426	NCPPB 1426	NCPPB1426	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1426
NCPPB 1431	NCPPB 1431	NCPPB1431	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1431
NCPPB 1433	NCPPB 1433	NCPPB1433	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1433
NCPPB 1438	NCPPB 1438	NCPPB1438	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1438
NCPPB 1439	NCPPB 1439	NCPPB1439	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1439
NCPPB 1447	NCPPB 1447	NCPPB1447	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1447
NCPPB 1451	NCPPB 1451	NCPPB1451	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1451
NCPPB 1452	NCPPB 1452	NCPPB1452	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1452
NCPPB 1453	NCPPB 1453	NCPPB1453	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1453
NCPPB 1454	NCPPB 1454	NCPPB1454	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1454
NCPPB 1455	NCPPB 1455	NCPPB1455	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1455
NCPPB 1457	NCPPB 1457	NCPPB1457	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1457
NCPPB 1469	NCPPB 1469	NCPPB1469	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1469
NCPPB 1471	NCPPB 1471	NCPPB1471	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1471
NCPPB 1472	NCPPB 1472	NCPPB1472	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1472
NCPPB 1473	NCPPB 1473	NCPPB1473	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1473
NCPPB 1475	NCPPB 1475	NCPPB1475	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1475
NCPPB 1482	NCPPB 1482	NCPPB1482	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1482
NCPPB 1495	NCPPB 1495	NCPPB1495	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1495
NCPPB 1560	NCPPB 1560	NCPPB1560	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1560
NCPPB 1568	NCPPB 1568	NCPPB1568	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1568
NCPPB 1585	NCPPB 1585	NCPPB1585	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1585
NCPPB 1593	NCPPB 1593	NCPPB1593	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1593
NCPPB 1594	NCPPB 1594	NCPPB1594	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1594
NCPPB 1595	NCPPB 1595	NCPPB1595	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1595
NCPPB 1596	NCPPB 1596	NCPPB1596	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1596
NCPPB 1607	NCPPB 1607	NCPPB1607	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1607
NCPPB 1610	NCPPB 1610	NCPPB1610	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1610
NCPPB 1612	NCPPB 1612	NCPPB1612	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1612
NCPPB 1615	NCPPB 1615	NCPPB1615	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1615
NCPPB 1616	NCPPB 1616	NCPPB1616	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1616
NCPPB 1622	NCPPB 1622	NCPPB1622	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1622
NCPPB 1628	NCPPB 1628	NCPPB1628	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1628
NCPPB 1629	NCPPB 1629	NCPPB1629	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1629
NCPPB 1630	NCPPB 1630	NCPPB1630	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1630
NCPPB 1632	NCPPB 1632	NCPPB1632	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1632
NCPPB 1633	NCPPB 1633	NCPPB1633	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1633
NCPPB 1638	NCPPB 1638	NCPPB1638	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1638
NCPPB 1645	NCPPB 1645	NCPPB1645	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1645
NCPPB 1646	NCPPB 1646	NCPPB1646	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1646
NCPPB 1648	NCPPB 1648	NCPPB1648	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1648
NCPPB 1654	NCPPB 1654	NCPPB1654	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1654
NCPPB 1659	NCPPB 1659	NCPPB1659	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1659
NCPPB 1668	NCPPB 1668	NCPPB1668	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1668
NCPPB 1671	NCPPB 1671	NCPPB1671	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1671
NCPPB 1672	NCPPB 1672	NCPPB1672	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1672
NCPPB 1680	NCPPB 1680	NCPPB1680	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1680
NCPPB 1683	NCPPB 1683	NCPPB1683	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1683
NCPPB 1684	NCPPB 1684	NCPPB1684	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1684
NCPPB 1685	NCPPB 1685	NCPPB1685	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1685
NCPPB 1697	NCPPB 1697	NCPPB1697	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1697
NCPPB 1698	NCPPB 1698	NCPPB1698	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1698
NCPPB 1699	NCPPB 1699	NCPPB1699	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1699
NCPPB 1700	NCPPB 1700	NCPPB1700	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1700
NCPPB 1701	NCPPB 1701	NCPPB1701	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1701
NCPPB 1711	NCPPB 1711	NCPPB1711	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1711
NCPPB 1712	NCPPB 1712	NCPPB1712	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1712
NCPPB 1713	NCPPB 1713	NCPPB1713	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1713
NCPPB 1714	NCPPB 1714	NCPPB1714	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1714
NCPPB 1715	NCPPB 1715	NCPPB1715	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1715
NCPPB 1717	NCPPB 1717	NCPPB1717	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1717
NCPPB 1737	NCPPB 1737	NCPPB1737	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1737
NCPPB 1738	NCPPB 1738	NCPPB1738	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1738
NCPPB 1754	NCPPB 1754	NCPPB1754	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1754
NCPPB 1755	NCPPB 1755	NCPPB1755	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1755
NCPPB 1756	NCPPB 1756	NCPPB1756	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1756
NCPPB 1757	NCPPB 1757	NCPPB1757	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1757
NCPPB 1758	NCPPB 1758	NCPPB1758	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1758
NCPPB 1759	NCPPB 1759	NCPPB1759	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1759
NCPPB 1760	NCPPB 1760	NCPPB1760	ncppb_number	catalogue_primary_key	0			generated_from_catalogue_number	auto_validated	primary	lowest	yes		1	NCPPB 1760
