ncppb_number	snapshot_status	v1_sequence_category	v2_sequence_category	sequence_category_changed	v1_biosample_accessions	v2_biosample_accessions	biosample_accessions_changed	v1_assembly_accessions	v2_assembly_accessions	assembly_accessions_changed	v1_sra_run_accessions	v2_sra_run_accessions	sra_accessions_changed	v2_ncppb_track_matches	v2_other_references_track_matches
NCPPB 985	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN02903999	SAMN02903999	no	GCF_001401545.2		yes	SRR3715273; SRR1522076; SRR1509951		yes		SAMN02903999
NCPPB 986	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 987	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 989	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03140188	SAMN03140188	no	GCF_000772795.1	GCF_000772795.1	no			no	SAMN03140188	
NCPPB 990	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 993	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42278571	SAMN42278571	no			no	SRR29692755	SRR29692755	no	SAMN42278571	
NCPPB 994	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1009	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1014	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1025	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1043	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36368321	SAMN36368321	no	GCA_035023025.1	GCA_035023025.1	no	SRR25205308	SRR25205308	no	SAMN36368321	
NCPPB 1046	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1048	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1050	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1056	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03142809	SAMN03142809	no	GCF_000786945.1	GCF_000786945.1	no	SRR2052425	SRR2052425	no	SAMN03142809	
NCPPB 1058	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03142815	SAMN03142815	no	GCF_000786935.1	GCF_000786935.1	no	SRR2052426	SRR2052426	no	SAMN03142815	
NCPPB 1059	present_in_both	raw_reads_only	raw_reads_only	no	SAMN56511356	SAMN56511356	no			no	SRR37789912; SRR37629095	SRR37629095; SRR37789912	no	SAMN56511356	
NCPPB 1060	present_in_both	complete_genome_available	complete_genome_available	no	SAMN03140122	SAMN03140122	no	GCF_000772715.2	GCF_000772715.2	no			no	SAMN03140122	
NCPPB 1061	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN56511357; SAMN22552840	SAMN56511357; SAMN22552840	no	GCF_020813005.1	GCF_020813005.1	no	SRR37789911; SRR37629094; SRR29823165	SRR37629094; SRR37789911; SRR29823165	no	SAMN56511357; SAMN22552840	
NCPPB 1062	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161497	SAMN42161497	no	GCF_041481705.1	GCF_041481705.1	no	SRR30040145; SRR29644179	SRR29644179; SRR30040145	no	SAMN42161497	
NCPPB 1063	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178441; SAMN26561900	SAMN42178441; SAMN26561900	no	GCF_053571465.1; GCF_029872435.1	GCF_053571465.1	yes	SRR30041333; SRR29654668	SRR29654668; SRR30041333	no	SAMN42178441	SAMN26561900
NCPPB 1067	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN22555470	SAMN22555470	no	GCF_020783795.1	GCF_020783795.1	no	SRR22272567	SRR22272567	no	SAMN22555470	
NCPPB 1068	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161498	SAMN42161498	no	GCF_041479385.1	GCF_041479385.1	no	SRR30040144; SRR29644178	SRR29644178; SRR30040144	no	SAMN42161498	
NCPPB 1117	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1124	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1128	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03777426	SAMN03777426	no	GCF_001043115.1	GCF_001043115.1	no	SRR2094884	SRR2094884	no	SAMN03777426	
NCPPB 1129	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1131	present_in_both	complete_genome_available	complete_genome_available	no	SAMN56511358; SAMN00752559	SAMN56511358; SAMN00752559	no	GCF_056612685.1; GCF_000226895.1	GCF_056612685.1; GCF_000226895.1	no	SRR37789900; SRR37629083; SRR364086; SRR364085	SRR37629083; SRR37789900; SRR364085; SRR364086	no	SAMN56511358; SAMN00752559	
NCPPB 1132	present_in_both	complete_genome_available	complete_genome_available	no	SAMN56511359; SAMN00752560	SAMN56511359; SAMN00752560	no	GCF_056629235.1; GCF_000226915.1	GCF_056629235.1; GCF_000226915.1	no	SRR37789889; SRR37629072; SRR364087	SRR37629072; SRR37789889; SRR364087	no	SAMN56511359; SAMN00752560	
NCPPB 1135	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1136	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1138	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03262510	SAMN03262510	no	GCF_000808735.2	GCF_000808735.2	no	SRR2052902	SRR2052902	no	SAMN03262510	
NCPPB 1141	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1143	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1144	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN43286083	SAMN43286083	no	GCF_041521255.1	GCF_041521255.1	no	SRR30327311	SRR30327311	no	SAMN43286083	
NCPPB 1145	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1146	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1147	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1148	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1149	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1150	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1151	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1152	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1153	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1154	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1155	present_in_both	raw_reads_only	raw_reads_only	no	SAMN56511360	SAMN56511360	no			no	SRR37789882; SRR37629065	SRR37629065; SRR37789882	no	SAMN56511360	
NCPPB 1158	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN03142401	SAMN03142401	no	GCF_000775205.1		yes	SRR2052443		yes	SAMN03142401	
NCPPB 1159	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN01090336	SAMN01090336	no	GCF_000266285.1	GCF_000266285.1	no	SRR527320	SRR527320	no	SAMN01090336	
NCPPB 1160	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1161	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1235	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1241	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03140147	SAMN03140147	no	GCF_000772695.1	GCF_000772695.1	no			no	SAMN03140147	
NCPPB 1244	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1324	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN42178442	SAMN42178442	no	GCF_053571505.1	GCF_053571505.1	no	SRR29654667	SRR29654667	no	SAMN42178442	
NCPPB 1325	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161499	SAMN42161499	no	GCF_041477645.1	GCF_041477645.1	no	SRR30040133; SRR29644177	SRR29644177; SRR30040133	no	SAMN42161499	
NCPPB 1326	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36701288; SAMN36357974; SAMN02471728; SAMN00991247	SAMN36701288; SAMN36357974; SAMN02471728; SAMN00991247	no	GCF_045897555.1; GCF_000277995.1	GCF_045897555.1; GCF_000277995.1	no	SRR25411586; SRR494491	SRR25411586; SRR494491	no	SAMN36701288; SAMN36357974; SAMN02471728; SAMN00991247	
NCPPB 1332	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1334	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988970	SAMN19988970	no	GCF_019201465.1		yes	SRR15305422		yes	SAMN19988970	
NCPPB 1336	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN19988971	SAMN19988971	no	GCF_019193005.1	GCF_019193005.1	no	SRR15305425	SRR15305425	no	SAMN19988971	
NCPPB 1337	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN56511361; SAMN42278572	SAMN56511361; SAMN42278572	no	GCF_041448975.1		yes	SRR37789881; SRR37629064; SRR29692754		yes	SAMN56511361; SAMN42278572	
NCPPB 1381	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36701289; SAMN36357975; SAMN00991255	SAMN36701289; SAMN36357975; SAMN00991255	no	GCF_045897775.1; GCF_000278015.1	GCF_045897775.1; GCF_000278015.1	no	SRR25411585; SRR494499	SRR25411585; SRR494499	no	SAMN36701289; SAMN36357975; SAMN00991255	
NCPPB 1393	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1394	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03145753; SAMN03140149	SAMN03145753; SAMN03140149	no	GCF_000774005.1	GCF_000774005.1	no			no	SAMN03145753; SAMN03140149	
NCPPB 1395	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03140175	SAMN03140175	no	GCF_000772785.1	GCF_000772785.1	no			no	SAMN03140175	
NCPPB 1396	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03140173	SAMN03140173	no	GCF_000772725.1	GCF_000772725.1	no			no	SAMN03140173	
NCPPB 1402	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03142810	SAMN03142810	no	GCF_000774025.2	GCF_000774025.2	no	SRR2052442	SRR2052442	no	SAMN03142810	
NCPPB 1420	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03175025	SAMN03175025	no	GCF_000785935.1	GCF_000785935.1	no	SRR2052880	SRR2052880	no	SAMN03175025	
NCPPB 1421	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1422	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1423	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1426	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1431	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1433	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03142399	SAMN03142399	no	GCF_000775215.1	GCF_000775215.1	no	SRR2052427	SRR2052427	no	SAMN03142399	
NCPPB 1438	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1439	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1447	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN02469596	SAMN02469596	no	GCF_000306055.1	GCF_000306055.1	no			no	SAMN02469596	
NCPPB 1451	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 1452	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1453	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1454	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1455	present_in_both	raw_reads_only	raw_reads_only	no	SAMN41763920	SAMN41763920	no			no	SRR29334729	SRR29334729	no	SAMN41763920	
NCPPB 1457	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1469	present_in_both	complete_genome_available	complete_genome_available	no	SAMN39942670; SAMEA104068692; SAMN43284562; SAMN43282235; SAMN43282231; SAMN43282199; SAMD00253071	SAMN39942670; SAMEA104068692; SAMN43284562; SAMN43282235; SAMN43282231; SAMN43282199; SAMD00253071	no	GCF_900183975.1; GCF_042665935.1; GCA_042647025.1; GCF_042647305.1	GCF_900183975.1; GCF_042665935.1; GCA_042647025.1; GCF_042647305.1	no	SRR27965832	SRR27965832	no	SAMN39942670; SAMEA104068692	SAMEA104068692; SAMN43284562; SAMN43282235; SAMN43282231; SAMN43282199; SAMD00253071
NCPPB 1471	present_in_both	raw_reads_only	raw_reads_only	no	SAMN30973815	SAMN30973815	no			no	SRR21684635	SRR21684635	no	SAMN30973815	
NCPPB 1472	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 1473	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178443	SAMN42178443	no	GCF_053571445.1	GCF_053571445.1	no	SRR30041331; SRR29654666	SRR29654666; SRR30041331	no	SAMN42178443	
NCPPB 1475	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178453	SAMN42178453	no	GCF_053646575.1	GCF_053646575.1	no	SRR30037586; SRR29654628	SRR29654628; SRR30037586	no	SAMN42178453	
NCPPB 1482	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1495	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN03142808	SAMN03142808	no	GCF_000786915.1		yes	SRR2052458		yes	SAMN03142808	
NCPPB 1560	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161500	SAMN42161500	no	GCF_041475815.1	GCF_041475815.1	no	SRR30040124; SRR29644176	SRR29644176; SRR30040124	no	SAMN42161500	
NCPPB 1568	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1585	present_in_both	complete_genome_available	complete_genome_available	no	SAMN40354542; SAMN08729510	SAMN40354542; SAMN08729510; SAMN03612252	yes	GCF_040202085.2; GCF_003064145.1	GCF_040202085.2; GCF_003064145.1; GCF_001042735.1	yes	SRR30284786; SRR28281450	SRR28281450; SRR30284786; SRR2033534; SRR2047367; SRR2047368; SRR2047369; SRR2047370; SRR2047371	yes	SAMN40354542; SAMN08729510	SAMN03612252
NCPPB 1593	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1594	present_in_both	complete_genome_available	taxonomy_review_required_before_sequence_use	yes	SAMN56511363	SAMN56511363	no	GCF_056612795.1		yes	SRR37789879; SRR37629062		yes	SAMN56511363	
NCPPB 1595	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1596	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1607	present_in_both	complete_genome_available	ambiguous_needs_review	yes	SAMEA104068692		yes	GCF_900183975.1		yes			no		
NCPPB 1610	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1612	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1615	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1616	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1622	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1628	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1629	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42283062	SAMN42283062	no			no	SRR29695112	SRR29695112	no	SAMN42283062	
NCPPB 1630	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN02854337	SAMN02854337	no	GCF_000724915.1	GCF_000724915.1	no	SRR1515237	SRR1515237	no	SAMN02854337	
NCPPB 1632	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1633	present_in_both	complete_genome_available	complete_genome_available	no	SAMN07252112	SAMN07252112	no	GCF_002218245.1	GCF_002218245.1	no			no		SAMN07252112
NCPPB 1638	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161501	SAMN42161501	no	GCF_041475635.1	GCF_041475635.1	no	SRR30040123; SRR29644175	SRR29644175; SRR30040123	no	SAMN42161501	
NCPPB 1645	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36368322	SAMN36368322	no	GCA_035023525.1	GCA_035023525.1	no	SRR25205307	SRR25205307	no	SAMN36368322	
NCPPB 1646	present_in_both	draft_assembly_available	ambiguous_needs_review	yes	SAMN03175008		yes	GCF_000785925.1		yes	SRR2052876		yes		
NCPPB 1648	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1654	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03142402	SAMN03142402	no	GCF_000775185.1	GCF_000775185.1	no	SRR2052433	SRR2052433	no	SAMN03142402	
NCPPB 1659	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1668	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1671	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1672	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1680	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03257737	SAMN03257737	no	GCF_000808695.2	GCF_000808695.2	no	SRR2052882	SRR2052882	no	SAMN03257737	
NCPPB 1683	present_in_both	no_confirmed_public_sequence_data	draft_assembly_available	yes		SAMN02441648; SAMN37626383; SAMN13507659; SAMN02194609	yes		GCF_000382065.1	yes		SRR26265284	yes		SAMN02441648; SAMN37626383; SAMN13507659; SAMN02194609
NCPPB 1684	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178444	SAMN42178444	no	GCF_041462375.1	GCF_041462375.1	no	SRR30041330; SRR29654665	SRR29654665; SRR30041330	no	SAMN42178444	
NCPPB 1685	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1697	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1698	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1699	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1700	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1701	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1711	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN36346973	SAMN36346973	no	GCA_035026785.1	GCA_035026785.1	no	SRR25183328	SRR25183328	no	SAMN36346973	
NCPPB 1712	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1713	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN56511364; SAMN03257621	SAMN56511364; SAMN03257621	no	GCF_000807875.2	GCF_000807875.2	no	SRR37789878; SRR37629061; SRR2051464	SRR37629061; SRR37789878; SRR2051464	no	SAMN56511364; SAMN03257621	
NCPPB 1714	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1715	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1717	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1737	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1738	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1754	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161502	SAMN42161502	no	GCF_041475725.1	GCF_041475725.1	no	SRR30040122; SRR29644174	SRR29644174; SRR30040122	no	SAMN42161502	
NCPPB 1755	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1756	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN19988972	SAMN19988972	no	GCF_019192985.1	GCF_019192985.1	no	SRR15305417	SRR15305417	no	SAMN19988972	
NCPPB 1757	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988973	SAMN19988973	no	GCF_019201485.1		yes	SRR15305423		yes	SAMN19988973	
NCPPB 1758	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988974	SAMN19988974	no	GCF_019201305.1		yes	SRR15305430		yes	SAMN19988974	
NCPPB 1759	present_in_both	complete_genome_available	taxonomy_review_required_before_sequence_use	yes	SAMN49561544; SAMEA114332028	SAMN49561544; SAMEA114332028	no	GCF_052883265.1; GCF_963669615.1		yes	ERR12095367		yes	SAMN49561544; SAMEA114332028	
NCPPB 1760	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988975	SAMN19988975	no	GCF_019201445.1		yes	SRR15305421		yes	SAMN19988975	
NCPPB 1765	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1774	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1785	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1786	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1787	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988976	SAMN19988976	no	GCF_019201345.1		yes	SRR15305432		yes	SAMN19988976	
NCPPB 1811	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN03257682	SAMN03257682; SAMN18440089	yes	GCF_000808675.2	GCF_000808675.2; GCF_017745315.1	yes	SRR2052881	SRR2052881	no	SAMN03257682; SAMN18440089	
NCPPB 1821	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1822	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN39942671; SAMEA4590042	SAMN39942671; SAMEA4590042	no	GCF_900380035.1	GCF_900380035.1	no	SRR27965831; ERR2528885	SRR27965831; ERR2528885	no	SAMN39942671; SAMEA4590042	
NCPPB 1826	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42161503	SAMN42161503	no	GCF_056725285.1	GCF_056725285.1	no	SRR30040121; SRR29644173	SRR29644173; SRR30040121	no	SAMN42161503	
NCPPB 1827	present_in_both	raw_reads_only	raw_reads_only	no	SAMN42180188	SAMN42180188	no			no	SRR30037966; SRR29655371	SRR29655371; SRR30037966	no	SAMN42180188	
NCPPB 1828	present_in_both	draft_assembly_available	taxonomy_review_required_before_sequence_use	yes	SAMN19988977	SAMN19988977	no	GCF_019201425.1		yes	SRR15305420		yes	SAMN19988977	
NCPPB 1829	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1830	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1832	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN02903333	SAMN02903333	no	GCF_000724925.1	GCF_000724925.1	no	SRR1515238	SRR1515238	no	SAMN02903333	
NCPPB 1833	present_in_both	chromosome_level_assembly_available	chromosome_level_assembly_available	no	SAMN18440024; SAMN04481176; SAMN02903992	SAMN18440024; SAMN04481176; SAMN02903992	no	GCF_017746675.1; GCF_001564415.1; GCF_001402235.1	GCF_017746675.1; GCF_001564415.1; GCF_001402235.1	no	SRR1509933	SRR1509933	no	SAMN18440024	SAMN04481176; SAMN02903992
NCPPB 1834	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1836	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1837	present_in_both	complete_genome_available	complete_genome_available	no	SAMN18876900	SAMN18876900	no	GCF_021919185.1	GCF_021919185.1	no			no		SAMN18876900
NCPPB 1838	present_in_both	complete_genome_available	complete_genome_available	no	SAMN40354538; SAMN07252091	SAMN40354538; SAMN07252091	no	GCF_040202945.2; GCF_002218265.1	GCF_002218265.1	yes	SRR30293569; SRR28281415		yes	SAMN40354538	SAMN07252091
NCPPB 1839	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1841	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1925	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 1929	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1930	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1932	present_in_both	raw_reads_only	taxonomy_review_required_before_sequence_use	yes	SAMN56511365	SAMN56511365	no			no	SRR37789877; SRR37629060		yes	SAMN56511365	
NCPPB 1933	present_in_both	raw_reads_only	taxonomy_review_required_before_sequence_use	yes	SAMN56511366	SAMN56511366	no			no	SRR37789910; SRR37629093		yes	SAMN56511366	
NCPPB 1934	present_in_both	draft_assembly_available	ambiguous_needs_review	yes	SAMN36318705		yes	GCF_035011385.1		yes	SRR25237018		yes		
NCPPB 1935	present_in_both	complete_genome_available	complete_genome_available	no	SAMN22555463; SAMEA14107389	SAMN22555463; SAMEA14107389	no	GCA_020783725.1; GCA_938743425.1	GCA_020783725.1; GCA_938743425.1	no	SRR22272564	SRR22272564	no	SAMN22555463; SAMEA14107389	SAMEA14107389
NCPPB 1936	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
NCPPB 1938	present_in_both	draft_assembly_available	ambiguous_needs_review	yes	SAMN36318706		yes	GCF_035011825.1		yes	SRR25237017		yes		
NCPPB 1939	present_in_both	complete_genome_available	complete_genome_available	no	SAMN42178461	SAMN42178461	no	GCF_041484315.1	GCF_041484315.1	no	SRR30037951; SRR29654626	SRR29654626; SRR30037951	no	SAMN42178461	
NCPPB 1942	present_in_both	ambiguous_candidate_records_need_review	no_confirmed_public_data	yes			no			no			no		
NCPPB 1943	present_in_both	draft_assembly_available	draft_assembly_available	no	SAMN05258070	SAMN05258070	no	GCF_001707115.1	GCF_001707115.1	no	SRR5110836	SRR5110836	no	SAMN05258070	
NCPPB 1944	present_in_both	complete_genome_available	complete_genome_available	no	SAMN03246830	SAMN03246830	no	GCF_021903335.1; GCF_000807145.1	GCF_000807145.1; GCF_021903335.1	no			no		SAMN03246830
NCPPB 1945	present_in_both	no_confirmed_public_sequence_data	no_confirmed_public_data	no			no			no			no		
