query_id	ncppb_number	query_track	query_tier	searched_identifier	ncbi_uid	biosample_accession	organism	taxid	title	strain	isolate	culture_collection	bio_material	sample_name	identity_aliases	identifiers	host	geographic_location	collection_date	isolation_source	attributes_json	raw_xml_cache_path	source_url	status	error
6242a1c5f8aea9ade2e9	NCPPB 599	other_references	expected_genus:Xanthomonas	ICMP	43282147	SAMN43282147	Xanthomonas hyacinthi	56455	Microbe sample from Xanthomonas hyacinthi	ICMP 189						BioSample: SAMN43282147; Xanthomonas hyacinthi GCM10017760 genome sample data		missing	2022	missing	"{""GCM-tag"":[""GCM10017760""],""collection_date"":[""2022""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 189""],""type-material"":[""type strain of Xanthomonas hyacinthi""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43282147	ok	
6242a1c5f8aea9ade2e9	NCPPB 4446	other_references	expected_genus:Xanthomonas	ICMP	43282128	SAMN43282128	Xanthomonas dyei	743699	Microbe sample from Xanthomonas dyei	ICMP 12167						BioSample: SAMN43282128; Xanthomonas dyei GCM10017698 genome sample data		missing	2020	missing	"{""GCM-tag"":[""GCM10017698""],""collection_date"":[""2020""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 12167""],""type-material"":[""type strain of Xanthomonas dyei""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43282128	ok	
6242a1c5f8aea9ade2e9	NCPPB 939	other_references	expected_genus:Xanthomonas	ICMP	43281910	SAMN43281910	Xanthomonas hortorum	56454	Microbe sample from Xanthomonas hortorum	ICMP 453						BioSample: SAMN43281910; Xanthomonas hortorum GCM10011265 genome sample data		missing	2020	missing	"{""GCM-tag"":[""GCM10011265""],""collection_date"":[""2020""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 453""],""type-material"":[""type strain of Xanthomonas hortorum""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43281910	ok	
6242a1c5f8aea9ade2e9	NCPPB 4446	other_references	expected_genus:Xanthomonas	ICMP	43281663	SAMN43281663	Xanthomonas dyei	743699	Microbe sample from Xanthomonas dyei	ICMP 12167						BioSample: SAMN43281663; Xanthomonas dyei GCM10007431 genome sample data		missing	2019	missing	"{""GCM-tag"":[""GCM10007431""],""collection_date"":[""2019""],""geo_loc_name"":[""missing""],""isolation_source"":[""missing""],""sample_type"":[""cell culture""],""strain"":[""ICMP 12167""],""type-material"":[""type strain of Xanthomonas dyei""]}"	.cache/ncbi/v2_1/efetch_b8a2dc52465e775fad057a87fb6945e3cc9613c772e40d22a4935fdc66a59fd3.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN43281663	ok	
6242a1c5f8aea9ade2e9; 3bfb311b4a97bebee373	NCPPB 2986	other_references	expected_genus:Xanthomonas	ICMP; LMG	17385948	SAMN17385948	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	DAR-75944					X59, ICMP 4805, LMG 9037, NCPPB 2986	BioSample: SAMN17385948; DAR-75944; SRA: SRS9061545	Brassica oleracea var. capitata	Australia: Queensland, Redland Bay	1975	leaf	"{""collection_date"":[""1975""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Australia: Queensland, Redland Bay""],""host"":[""Brassica oleracea var. capitata""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""isolate_name_alias"":[""X59, ICMP 4805, LMG 9037, NCPPB 2986""],""isolation_source"":[""leaf""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""DAR-75944""]}"	.cache/ncbi/v2_1/efetch_d18021f24be666d2ee23fbd3549d1935b73b9e2719bdf190640e976f26b27a17.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17385948	ok	
6242a1c5f8aea9ade2e9; 3bfb311b4a97bebee373	NCPPB 347	other_references	expected_genus:Xanthomonas	ICMP; LMG	17385947	SAMN17385947	Xanthomonas campestris	339	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris	DAR-75942					X60, ICMP 7, LMG 535, NCPPB 347, CFBP 3838	BioSample: SAMN17385947; DAR-75942; SRA: SRS9061547	Iberis sp.	Tanzania	1954		"{""collection_date"":[""1954""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""Tanzania""],""host"":[""Iberis sp.""],""isol_growth_condt"":[""https://doi.org/10.1111/j.1472-765X.2006.01887.x""],""isolate_name_alias"":[""X60, ICMP 7, LMG 535, NCPPB 347, CFBP 3838""],""lat_lon"":[""missing""],""num_replicons"":[""not collected""],""pathovar"":[""campestris""],""ref_biomaterial"":[""https://doi.org/10.1111/j.1365-3059.2005.01186.x""],""strain"":[""DAR-75942""]}"	.cache/ncbi/v2_1/efetch_d18021f24be666d2ee23fbd3549d1935b73b9e2719bdf190640e976f26b27a17.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN17385947	ok	
6242a1c5f8aea9ade2e9	NCPPB 1063	other_references	expected_genus:Xanthomonas	ICMP	26561900	SAMN26561900	Xanthomonas euvesicatoria	456327	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas euvesicatoria	ICMP 5747						BioSample: SAMN26561900; Xanthomonas euvesicatoria ICMP 5747	Ricinus communis	NA	NA		"{""collection_date"":[""NA""],""env_broad_scale"":[""NA""],""env_local_scale"":[""NA""],""env_medium"":[""NA""],""geo_loc_name"":[""NA""],""host"":[""Ricinus communis""],""isol_growth_condt"":[""NA""],""lat_lon"":[""NA""],""num_replicons"":[""NA""],""ref_biomaterial"":[""NA""],""strain"":[""ICMP 5747""]}"	.cache/ncbi/v2_1/efetch_29caedd50e27adb4a33971de52b20c96f50f4309bbd103de88be8f9cce15a81f.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN26561900	ok	
6242a1c5f8aea9ade2e9	NCPPB 940	other_references	expected_genus:Xanthomonas	ICMP	15671177	SAMEA6962652	Xanthomonas hortorum pv. taraxaci	487905	Xanthomonas hortorum pv. taraxaci NCPPB 940	NCPPB 940		ICMP:579; NCPPB:940; BCCM/LMG:870; ATCC:19138; CFBP:410		NCPPB 940		BioSample: SAMEA6962652; SRA: ERS4672514	Taraxacum kok-saghyz		1942		"{""ENA first public"":[""2020-07-28""],""ENA-CHECKLIST"":[""ERC000011""],""ENA-LAST-UPDATE"":[""2022-06-28""],""External Id"":[""SAMEA6962652""],""INSDC center alias"":[""Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences""],""INSDC center name"":[""Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences""],""INSDC first public"":[""2020-07-28T17:04:56Z""],""INSDC last update"":[""2022-06-28T14:09:49Z""],""INSDC status"":[""public""],""Submitter Id"":[""NCPPB 940""],""collected by"":[""J. Niederhauser""],""collection date"":[""1942""],""culture collection"":[""ICMP:579"",""NCPPB:940"",""BCCM/LMG:870"",""ATCC:19138"",""CFBP:410""],""geographic location (country and/or sea)"":[""USA""],""geographic location (region and locality)"":[""New York, Ithaca""],""host scientific name"":[""Taraxacum kok-saghyz""],""pathovar"":[""taraxaci""],""sample name"":[""NCPPB 940""],""strain"":[""NCPPB 940""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMEA6962652	ok	
6242a1c5f8aea9ade2e9	NCPPB 4350	other_references	expected_genus:Xanthomonas	ICMP	16434933	SAMD00253079	Xanthomonas codiaei	56463	strain ICMP 9513 of Xanthomonas codiaei	ICMP 9513				ICMP 9513		BioSample: SAMD00253079		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10007460""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 9513 of Xanthomonas codiaei""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 9513""],""strain"":[""ICMP 9513""],""type-material"":[""type strain of Xanthomonas codiaei""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253079	ok	
6242a1c5f8aea9ade2e9	NCPPB 2959	other_references	expected_genus:Xanthomonas	ICMP	16434927	SAMD00253073	Xanthomonas populi	53414	strain ICMP 5816 of Xanthomonas populi	ICMP 5816				ICMP 5816		BioSample: SAMD00253073		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10007453""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 5816 of Xanthomonas populi""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 5816""],""strain"":[""ICMP 5816""],""type-material"":[""type strain of Xanthomonas populi""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253073	ok	
6242a1c5f8aea9ade2e9	NCPPB 973	other_references	expected_genus:Xanthomonas	ICMP	16434926	SAMD00253072	Xanthomonas translucens	343	strain ICMP 5752 of Xanthomonas translucens	ICMP 5752				ICMP 5752		BioSample: SAMD00253072		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10019032""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 5752 of Xanthomonas translucens""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 5752""],""strain"":[""ICMP 5752""],""type-material"":[""pathotype strain of Xanthomonas translucens pv. translucens""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253072	ok	
6242a1c5f8aea9ade2e9	NCPPB 1469	other_references	expected_genus:Xanthomonas	ICMP	16434925	SAMD00253071	Xanthomonas fragariae	48664	strain ICMP 5715 of Xanthomonas fragariae	ICMP 5715				ICMP 5715		BioSample: SAMD00253071		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10010927""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 5715 of Xanthomonas fragariae""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 5715""],""strain"":[""ICMP 5715""],""type-material"":[""type strain of Xanthomonas fragariae""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253071	ok	
6242a1c5f8aea9ade2e9	NCPPB 762	other_references	expected_genus:Xanthomonas	ICMP	16434922	SAMD00253068	Xanthomonas pisi	56457	strain ICMP 570 of Xanthomonas pisi	ICMP 570				ICMP 570		BioSample: SAMD00253068		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10007449""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 570 of Xanthomonas pisi""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 570""],""strain"":[""ICMP 570""],""type-material"":[""type strain of Xanthomonas pisi""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253068	ok	
6242a1c5f8aea9ade2e9	NCPPB 939	other_references	expected_genus:Xanthomonas	ICMP	16434920	SAMD00253066	Xanthomonas hortorum	56454	strain ICMP 453 of Xanthomonas hortorum	ICMP 453				ICMP 453		BioSample: SAMD00253066		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10007447""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 453 of Xanthomonas hortorum""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 453""],""strain"":[""ICMP 453""],""type-material"":[""type strain of Xanthomonas hortorum""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253066	ok	
6242a1c5f8aea9ade2e9	NCPPB 4403	other_references	expected_genus:Xanthomonas	ICMP	16434911	SAMD00253057	Xanthomonas citri pv. malvacearum	86040	strain ICMP 217 of Xanthomonas citri subsp. malvacearum	ICMP 217				ICMP 217		BioSample: SAMD00253057		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10019057""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 217 of Xanthomonas citri subsp. malvacearum""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 217""],""strain"":[""ICMP 217""],""type-material"":[""type strain of Xanthomonas citri subsp. malvacearum""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253057	ok	
6242a1c5f8aea9ade2e9	NCPPB 599	other_references	expected_genus:Xanthomonas	ICMP	16434900	SAMD00253046	Xanthomonas hyacinthi	56455	strain ICMP 189 of Xanthomonas hyacinthi	ICMP 189				ICMP 189		BioSample: SAMD00253046		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10007998""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 189 of Xanthomonas hyacinthi""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 189""],""strain"":[""ICMP 189""],""type-material"":[""type strain of Xanthomonas hyacinthi""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253046	ok	
6242a1c5f8aea9ade2e9	NCPPB 4356	other_references	expected_genus:Xanthomonas	ICMP	16434897	SAMD00253043	Xanthomonas hortorum pv. cynarae	2754057	strain ICMP 16775 of Xanthomonas cynarae	ICMP 16775				ICMP 16775		BioSample: SAMD00253043		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10007996""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 16775 of Xanthomonas cynarae""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 16775""],""strain"":[""ICMP 16775""],""type-material"":[""type strain of Xanthomonas cynarae""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253043	ok	
6242a1c5f8aea9ade2e9	NCPPB 3236	other_references	expected_genus:Xanthomonas	ICMP	16434893	SAMD00253039	Xanthomonas citri pv. aurantifolii	76802	strain ICMP 15806 of Xanthomonas fuscans subsp. aurantifolii	ICMP 15806				ICMP 15806		BioSample: SAMD00253039		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10007993""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 15806 of Xanthomonas fuscans subsp. aurantifolii""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 15806""],""strain"":[""ICMP 15806""],""type-material"":[""pathotype strain of Xanthomonas citri pv. aurantifolii""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253039	ok	
6242a1c5f8aea9ade2e9	NCPPB 4446	other_references	expected_genus:Xanthomonas	ICMP	16434885	SAMD00253031	Xanthomonas dyei	743699	strain ICMP 12167 of Xanthomonas dyei	ICMP 12167				ICMP 12167		BioSample: SAMD00253031		not applicable	missing		"{""collection_date"":[""missing""],""env_broad_scale"":[""not applicable""],""env_local_scale"":[""not applicable""],""env_medium"":[""not applicable""],""geo_loc_name"":[""not applicable""],""isol_growth_condt"":[""missing""],""lat_lon"":[""not applicable""],""locus_tag_prefix"":[""GCM10019077""],""num_replicons"":[""not applicable""],""project_name"":[""De novo sequencing and analysis for strain ICMP 12167 of Xanthomonas dyei""],""ref_biomaterial"":[""missing""],""sample_name"":[""ICMP 12167""],""strain"":[""ICMP 12167""],""type-material"":[""type strain of Xanthomonas dyei""]}"	.cache/ncbi/v2_1/efetch_5436aa06399483d326b3bb35b35449299ae8390c479f935bb1cdc706a2106a2a.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMD00253031	ok	
6242a1c5f8aea9ade2e9	NCPPB 416	other_references	expected_genus:Xanthomonas	ICMP	188641	SAMN00188641	Xanthomonas arboricola pv. pruni	69929	Xanthomonas arboricola pv. pruni SSH DNA fragments	ICMP 51						BioSample: SAMN00188641; GSS: LIBGSS_012063					"{""strain"":[""ICMP 51""]}"	.cache/ncbi/v2_1/efetch_9a6b3525df161b5bebe32f3baffc9f81c75f0978908c4b9416c7b69b38741858.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN00188641	ok	
3bfb311b4a97bebee373	NCPPB 4376	other_references	expected_genus:Xanthomonas	LMG	37784323	SAMEA114332027	Xanthomonas euvesicatoria pv. citrumelonis	189396	Xanthomonas euvesicatoria pv. citrumelonis LMG 9325		LMG 9325			LMG 9325		BioSample: SAMEA114332027; SRA: ERS16321133	Citrus sp.		not provided	Citrus sp.	"{""ENA-CHECKLIST"":[""ERC000028""],""INSDC center name"":[""NVWA""],""Submitter Id"":[""LMG 9325""],""collection date"":[""not provided""],""geographic location (country and/or sea)"":[""USA""],""host health state"":[""not provided""],""host scientific name"":[""Citrus sp.""],""isolate"":[""LMG 9325""],""isolation_source"":[""Citrus sp.""],""pathovar"":[""citrumelonis""],""sample name"":[""LMG 9325""],""scientific_name"":[""Xanthomonas euvesicatoria pv. citrumelonis""],""type-material"":[""pathotype strain of Xanthomonas euvesicatoria pv. citrumelonis""]}"	.cache/ncbi/v2_1/efetch_3a239b2df6180270b1a8e23c97c382a5dade709fc6159aae5c28bbc7c265d089.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMEA114332027	ok	
3bfb311b4a97bebee373	NCPPB 3229	other_references	expected_genus:Xanthomonas	LMG	19468000	SAMN19468000	Xanthomonas graminis pv. arrhenatheri	320326	Xanthomonas translucens pv. arrhenatheri LMG 727	LMG 727		BCCM/LMG:727				BioSample: SAMN19468000; XTA_LMG727	Arrhenatherum elatius	Switzerland	1978		"{""collected_by"":[""Herzog J.""],""collection_date"":[""1978""],""culture_collection"":[""BCCM/LMG:727""],""geo_loc_name"":[""Switzerland""],""host"":[""Arrhenatherum elatius""],""pathovar"":[""arrhenatheri""],""sample_type"":[""whole organism""],""strain"":[""LMG 727""],""type-material"":[""pathotype strain of Xanthomonas campestris pv. arrhenatheri""]}"	.cache/ncbi/v2_1/efetch_37d8944caa924bec9d37b885aef8093954bac3495e037f63b1aeb634992f5a21.xml	https://www.ncbi.nlm.nih.gov/biosample/SAMN19468000	ok	
