ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	biosample_host	biosample_geographic_location	biosample_collection_date	biosample_collection_year	biosample_isolation_source	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	pathovar_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	original_decision	reviewer_decision	reviewer_notes	reviewer_approved_for_downstream	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 2969	SAMN05526486	5526486	other_references	expected_genus:Xanthomonas	Xanthomonas albilineans	29447	Saccharum officinarum	Fiji	1961	1961		CFBP 2523	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN05526486
NCPPB 411	SAMN03352151	3352151	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. juglandis	195709	Juglans regia	New Zealand	1956	1956	twig from a walnut tree	CFBP 2528	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN03352151
NCPPB 4355	SAMN02646549	2646549	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria pv. allii CFBP 6369	1437449	Allium cepa	Reunion	1996	1996	leaf	CFBP 6369	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02646549
NCPPB 2959	SAMN05560300	5560300	other_references	expected_genus:Xanthomonas	Xanthomonas populi	53414	Populus x canadensis cv. Regenerata	France: Oise,Noyon	1957	1957		CFBP 1817	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN05560300
NCPPB 3003	SAMN05559875	5559875	other_references	expected_genus:Xanthomonas	Xanthomonas axonopodis pv. begoniae	473403	Begonia sp.	New Zealand	1962	1962		CFBP 2524	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN05559875
NCPPB 935	SAMN05559866	5559866	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. corylina	487821	Corylus maxima	USA	1939	1939		CFBP 1159	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN05559866
NCPPB 1585	SAMN03612252	3612252	other_references	expected_genus:Xanthomonas	Xanthomonas oryzae pv. oryzicola	129394	Oryza sativa	Malaysia	1964	1964		CFBP 2286	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN03612252
NCPPB 4676	SAMEA4722873	9576249	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. juglandis	195709	Juglans regia		2014-10	2014	Walnut leaf (J. regia) presenting typical walnut bacterial blight symptoms	CPBF 1521	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4722873
NCPPB 4675	SAMEA7742038	17701744	other_references	expected_genus:Xanthomonas	Xanthomonas euroxanthea	2259622						CPBF 424	collection_number	strong	sample_name	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA7742038
NCPPB 1974	SAMN01176238	1176238	other_references	expected_genus:Stenotrophomonas	Stenotrophomonas maltophilia	40324		missing	missing		oropharyngeal region of patient with cancer	DSM 50170	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN01176238
NCPPB 762	SAMN02894433	2894433	other_references	expected_genus:Xanthomonas	Xanthomonas pisi DSM 18956	1440766	Lathyrus oleraceus	Japan	1997	1997	leaf spot	DSM 18956	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02894433
NCPPB 973	SAMEA2271958	2483652	other_references	expected_genus:Xanthomonas	Xanthomonas translucens pv. translucens DSM 18974	1261556						DSM 18974	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA2271958
NCPPB 973	SAMEA4358958	5462680	other_references	expected_genus:Xanthomonas	Xanthomonas translucens pv. translucens DSM 18974	1261556						DSM 18974	collection_number	strong	title	unstructured_exact_identifier	unstructured_exact_identifier_only	same_name	same_pathovar	yes	no	yes	review	review			no	exact_identifier_only_in_title		https://www.ncbi.nlm.nih.gov/biosample/SAMEA4358958
NCPPB 599	SAMN02894432	2894432	other_references	expected_genus:Xanthomonas	Xanthomonas hyacinthi DSM 19077	1440765	Hyacinthus orientalis	Netherlands	2002	2002	missing	DSM 19077	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02894432
NCPPB 4321	SAMN14837221	14837221	other_references	expected_genus:Xanthomonas	Xanthomonas perforans	442694	Solanum lycopersicum	USA	2006	2006		DSM 18975	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	compatible_synonym	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN14837221
NCPPB 4692	SAMEA7356589	18051091	other_references	expected_genus:Xanthomonas	Xanthomonas hydrangeae	2775159	Hydrangea arborescens		2011	2011	leaf spots	GBBC 2123	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA7356589
NCPPB 4693	SAMEA7356591	18051124	other_references	expected_genus:Xanthomonas	Xanthomonas hydrangeae	2775159	Hydrangea arborescens		2012	2012	leaf spots	GBBC 2199	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA7356591
NCPPB 973	SAMN43281667	43281667	other_references	expected_genus:Xanthomonas	Xanthomonas translucens	343		missing	2020	2020	missing	ICMP 5752	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43281667
NCPPB 4403	SAMN43282785	43282785	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. malvacearum	86040		missing	2021	2021	missing	ICMP 217	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282785
NCPPB 4449	SAMN21172023	21172023	other_references	expected_genus:Xanthomonas	Xanthomonas cerealis pv. cerealis	152263	Pistacia vera	Australia:Victoria	2000	2000		ICMP 16317	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	pathovar_mismatch	no	yes	yes	accept	accept			no	pathovar_mismatch		https://www.ncbi.nlm.nih.gov/biosample/SAMN21172023
NCPPB 4403	SAMN43281686	43281686	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. malvacearum	86040		missing	2020	2020	missing	ICMP 217	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43281686
NCPPB 2959	SAMN43284582	43284582	other_references	expected_genus:Xanthomonas	Xanthomonas populi	53414		missing	2024	2024	missing	ICMP 5816	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43284582
NCPPB 939	SAMN43284563	43284563	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum	56454		missing	2024	2024	missing	ICMP 453	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43284563
NCPPB 1469	SAMN43284562	43284562	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664		missing	2024	2024	missing	ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43284562
NCPPB 4446	SAMN43282364	43282364	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699		missing	2020	2020	missing	ICMP 12167	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282364
NCPPB 1469	SAMN43282235	43282235	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664		missing	2020	2020	missing	ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282235
NCPPB 1469	SAMN43282231	43282231	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664		missing	2021	2021	missing	ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282231
NCPPB 1469	SAMN43282199	43282199	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664		missing	2020	2020	missing	ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282199
NCPPB 599	SAMN43282147	43282147	other_references	expected_genus:Xanthomonas	Xanthomonas hyacinthi	56455		missing	2022	2022	missing	ICMP 189	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282147
NCPPB 4446	SAMN43282128	43282128	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699		missing	2020	2020	missing	ICMP 12167	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43282128
NCPPB 939	SAMN43281910	43281910	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum	56454		missing	2020	2020	missing	ICMP 453	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43281910
NCPPB 4446	SAMN43281663	43281663	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699		missing	2019	2019	missing	ICMP 12167	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN43281663
NCPPB 1063	SAMN26561900	26561900	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria	456327	Ricinus communis	NA	NA			ICMP 5747	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_genus_different_species	observed_pathovar_unresolved	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN26561900
NCPPB 4350	SAMD00253079	16434933	other_references	expected_genus:Xanthomonas	Xanthomonas codiaei	56463		not applicable	missing			ICMP 9513	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253079
NCPPB 2959	SAMD00253073	16434927	other_references	expected_genus:Xanthomonas	Xanthomonas populi	53414		not applicable	missing			ICMP 5816	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253073
NCPPB 973	SAMD00253072	16434926	other_references	expected_genus:Xanthomonas	Xanthomonas translucens	343		not applicable	missing			ICMP 5752	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253072
NCPPB 1469	SAMD00253071	16434925	other_references	expected_genus:Xanthomonas	Xanthomonas fragariae	48664		not applicable	missing			ICMP 5715	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253071
NCPPB 762	SAMD00253068	16434922	other_references	expected_genus:Xanthomonas	Xanthomonas pisi	56457		not applicable	missing			ICMP 570	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253068
NCPPB 939	SAMD00253066	16434920	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum	56454		not applicable	missing			ICMP 453	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253066
NCPPB 4403	SAMD00253057	16434911	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. malvacearum	86040		not applicable	missing			ICMP 217	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253057
NCPPB 599	SAMD00253046	16434900	other_references	expected_genus:Xanthomonas	Xanthomonas hyacinthi	56455		not applicable	missing			ICMP 189	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253046
NCPPB 4356	SAMD00253043	16434897	other_references	expected_genus:Xanthomonas	Xanthomonas hortorum pv. cynarae	2754057		not applicable	missing			ICMP 16775	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253043
NCPPB 3236	SAMD00253039	16434893	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. aurantifolii	76802		not applicable	missing			ICMP 15806	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253039
NCPPB 4446	SAMD00253031	16434885	other_references	expected_genus:Xanthomonas	Xanthomonas dyei	743699		not applicable	missing			ICMP 12167	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMD00253031
NCPPB 416	SAMN00188641	188641	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. pruni	69929						ICMP 51	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN00188641
NCPPB 4376	SAMEA114332027	37784323	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria pv. citrumelonis	189396	Citrus sp.		not provided		Citrus sp.	LMG 9325	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA114332027
NCPPB 3229	SAMN19468000	19468000	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. arrhenatheri	320326	Arrhenatherum elatius	Switzerland	1978	1978		LMG 727	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN19468000
NCPPB 3231	SAMN19467924	19467924	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. phlei	487906	Phleum pratense	Norway	1978	1978		LMG 730	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN19467924
NCPPB 3230	SAMN19467923	19467923	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. poae	227946	Poa trivialis	Switzerland	1978	1978		LMG 728	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN19467923
NCPPB 1837	SAMN18876900	18876900	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. phlei	487906	Phleum pratense	USA	1942	1942		LMG 843	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN18876900
NCPPB 2700	SAMN18876882	18876882	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. graminis	134874	Dactylis glomerata	Switzerland	1973	1973		LMG 726	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN18876882
NCPPB 3231	SAMEA3486273	3995578	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. phlei	487906			1978	1978		LMG 730	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA3486273
NCPPB 3230	SAMEA3486272	3995577	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. poae	227946			1978	1978		LMG 728	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA3486272
NCPPB 3229	SAMEA3486180	3995576	other_references	expected_genus:Xanthomonas	Xanthomonas graminis pv. arrhenatheri LMG 727	1195923			1978	1978		LMG 727	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA3486180
NCPPB 4590	SAMEA114332011	37781856	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	Citrus x aurantiifolia		1989	1989	Citrus aurantifolia	LMG 9322	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA114332011
NCPPB 2959	SAMEA5613906	13863289	other_references	expected_genus:Xanthomonas	Xanthomonas populi	53414						LMG 5743	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	not_applicable_no_expected_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA5613906
NCPPB 2475	SAMN26688428	26688428	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. viticola	487899	Vitis vinifera	India	1972	1972		LMG 965	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_genus_different_species	same_pathovar	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN26688428
NCPPB 3236	SAMEA114331996	37783722	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. aurantifolii	76802	Citrus x limon		1982	1982	Citrus limon	LMG 9179	collection_number	strong	isolate	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA114331996
NCPPB 4590	SAMN05003919	5003919	other_references	expected_genus:Xanthomonas	Xanthomonas citri	346	Citrus x aurantiifolia	USA: Florida	1989	1989		LMG 9322	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN05003919
NCPPB 3586	SAMN04481177	4481177	other_references	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. syngonii LMG 9055	1437878	Syngonium podophyllum	USA	1984	1984	missing	LMG 9055	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN04481177
NCPPB 1833	SAMN04481176	4481176	other_references	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. dieffenbachiae LMG 695	1437877	Anthurium sp.	Brazil	1966	1966	missing	LMG 695	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN04481176
NCPPB 490	SAMEA2272013	2483705	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. mangiferaeindicae LMG 941	1156940						LMG 941	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA2272013
NCPPB 4409	SAMEA104393682	8295466	other_references	expected_genus:Xanthomonas	Xanthomonas arboricola pv. fragariae	487822						LMG 19145	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMEA104393682
NCPPB 381	SAMN02903172	2903172	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. fuscans	366649	bean	Belgium: Merelbeke	2014-01-16	2014	missing	LMG 826	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903172
NCPPB 985	SAMN02903999	2903999	other_references	expected_genus:Xanthomonas	Xanthomonas citri	346		Belgium: Merelbeke	2014-01-16	2014	missing	LMG 7399	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_genus_different_species	observed_pathovar_unresolved	no	yes	yes	accept	accept			no	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN02903999
NCPPB 1833	SAMN02903992	2903992	other_references	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. dieffenbachiae LMG 695	1437877	Anthurium	Belgium: Merelbeke	2014-01-16	2014	missing	LMG 695	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903992
NCPPB 2968	SAMN05003920	5003920	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria	456327	Capsicum frutescens	USA	1947	1947		LMG 27970	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN05003920
NCPPB 2968	SAMN02903176	2903176	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria	456327	pepper; tomato	Belgium: Merelbeke	2014-01-16	2014	missing	LMG 27970	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903176
NCPPB 422	SAMN05823154	5823154	other_references	expected_genus:Xanthomonas	Xanthomonas vesicatoria	56460	Solanum lycopersicum	New Zealand	1955	1955		LMG 911	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN05823154
NCPPB 4412	SAMN05003921	5003921	other_references	expected_genus:Xanthomonas	Xanthomonas alfalfae	366650	Medicago sativa	India	1954	1954		LMG 495	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	compatible_synonym	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN05003921
NCPPB 701	SAMN03175440	3175440	other_references	expected_genus:Xanthomonas	Xanthomonas vesicatoria	56460	Solanum lycopersicum	Italy	1956	1956	missing	LMG 920	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN03175440
NCPPB 509	SAMN03175433	3175433	other_references	expected_genus:Xanthomonas	Xanthomonas vesicatoria	56460	Solanum lycopersicum	Zimbabwe	unknown		missing	LMG 919	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	observed_pathovar_unresolved	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN03175433
NCPPB 4590	SAMN02903175	2903175	other_references	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	Citrus	Belgium: Merelbeke	2014-01-16	2014	missing	LMG 9322	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903175
NCPPB 3586	SAMN02903174	2903174	other_references	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. syngonii LMG 9055	1437878	syngonium	Belgium: Merelbeke	2014-01-16	2014	missing	LMG 9055	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903174
NCPPB 457	SAMN02903173	2903173	other_references	expected_genus:Xanthomonas	Xanthomonas axonopodis pv. axonopodis	316581		Belgium: Merelbeke	2014-01-16	2014	missing	LMG 982	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903173
NCPPB 4412	SAMN02903171	2903171	other_references	expected_genus:Xanthomonas	Xanthomonas euvesicatoria pv. alfalfae	359387		Belgium: Merelbeke	2014-01-16	2014	missing	LMG 495	collection_number	strong	strain	structured_exact_identifier	confirmed_exact_collection_identifier	same_name	same_pathovar	no	no	no	accept	accept			no			https://www.ncbi.nlm.nih.gov/biosample/SAMN02903171
