ncppb_number	presence_pattern	v1_present	v2_present	v3_present	v1_v2_status	v2_v3_status	v1_v3_status	v1_v2_changed_fields	v2_v3_changed_fields	v1_v3_changed_fields	v1_current_name	v2_current_name	v3_current_name	latest_catalogue_url
NCPPB 3652	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3652
NCPPB 3653	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3653
NCPPB 3654	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3654
NCPPB 3655	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3655
NCPPB 3656	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3656
NCPPB 3657	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3657
NCPPB 3658	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	https://ncppb.fera.co.uk/furtherinfo/3658
NCPPB 3659	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	https://ncppb.fera.co.uk/furtherinfo/3659
NCPPB 3660	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3660
NCPPB 3661	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3661
NCPPB 3662	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3662
NCPPB 3663	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	https://ncppb.fera.co.uk/furtherinfo/3663
NCPPB 3705	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3705
NCPPB 3706	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3706
NCPPB 3709	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3709
NCPPB 3711	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis pv. graminis Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3711
NCPPB 3712	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3712
NCPPB 3713	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3713
NCPPB 3714	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3714
NCPPB 3716	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3716
NCPPB 3717	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3717
NCPPB 3718	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3718
NCPPB 3719	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3719
NCPPB 3720	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3720
NCPPB 3722	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		host	host	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	Xanthomonas axonopodis pv. begoniae (Takimoto 1934) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3722
NCPPB 3742	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3742
NCPPB 3743	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	https://ncppb.fera.co.uk/furtherinfo/3743
NCPPB 3744	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3744
NCPPB 3753	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris pv. cannabis Severin 1978	https://ncppb.fera.co.uk/furtherinfo/3753
NCPPB 3754	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas campestris pv. cannabis Severin 1978	https://ncppb.fera.co.uk/furtherinfo/3754
NCPPB 3758	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3758
NCPPB 3759	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names; notes	Xanthomonas euvesicatoria pv. obscurae (Chand & Singh 1994) Harrison et al. 2023	Xanthomonas euvesicatoria pv. obscurae (Chand & Singh 1994) Harrison et al. 2023	Xanthomonas euvesicatoria pv. obscurae (Chand & Singh 1994) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3759
NCPPB 3761	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3761
NCPPB 3776	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3776
NCPPB 3786	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3786
NCPPB 3795	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3795
NCPPB 3796	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3796
NCPPB 3797	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3797
NCPPB 3799	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3799
NCPPB 3800	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3800
NCPPB 3801	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3801
NCPPB 3829	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3829
NCPPB 3830	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3830
NCPPB 3831	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas graminis pv. phlei Tambong et al. 2024	https://ncppb.fera.co.uk/furtherinfo/3831
NCPPB 3832	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3832
NCPPB 3870	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3870
NCPPB 3875	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3875
NCPPB 3876	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3876
NCPPB 3877	v1+v2+v3	yes	yes	yes	unchanged	unchanged	changed			notes	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3877
NCPPB 3878	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3878
NCPPB 3880	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Pseudomonas syringae pv. pisi (Sacket 1916) Young, Dye & Wilkie 1978	Pseudomonas syringae pv. pisi (Sacket 1916) Young, Dye & Wilkie 1978	Pseudomonas syringae pv. pisi (Sacket 1916) Young, Dye & Wilkie 1978	https://ncppb.fera.co.uk/furtherinfo/3880
NCPPB 3883	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3883
NCPPB 3884	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3884
NCPPB 3885	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3885
NCPPB 3886	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3886
NCPPB 3887	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	https://ncppb.fera.co.uk/furtherinfo/3887
NCPPB 3888	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. parthenii Chand et al. 1995	Xanthomonas campestris pv. parthenii Chand et al. 1995	Xanthomonas campestris pv. parthenii Chand et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3888
NCPPB 3890	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3890
NCPPB 3925	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3925
NCPPB 3926	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	https://ncppb.fera.co.uk/furtherinfo/3926
NCPPB 3927	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3927
NCPPB 3931	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	https://ncppb.fera.co.uk/furtherinfo/3931
NCPPB 3932	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum pv. vitians Morinière et al. 2020	https://ncppb.fera.co.uk/furtherinfo/3932
NCPPB 3942	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		current_name	current_name	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas euvesicatoria Jones et al. 2006	https://ncppb.fera.co.uk/furtherinfo/3942
NCPPB 3943	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		current_name	current_name	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas euvesicatoria Jones et al. 2006	https://ncppb.fera.co.uk/furtherinfo/3943
NCPPB 3944	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3944
NCPPB 3947	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	https://ncppb.fera.co.uk/furtherinfo/3947
NCPPB 3948	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3948
NCPPB 3949	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	https://ncppb.fera.co.uk/furtherinfo/3949
NCPPB 3950	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3950
NCPPB 3951	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	https://ncppb.fera.co.uk/furtherinfo/3951
NCPPB 3953	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3953
NCPPB 3954	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		alternative_names	alternative_names	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3954
NCPPB 3955	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3955
NCPPB 3956	v1+v2+v3	yes	yes	yes	unchanged	unchanged	changed			notes	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	https://ncppb.fera.co.uk/furtherinfo/3956
NCPPB 3957	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		current_name; name_as_received; alternative_names	current_name; name_as_received; alternative_names	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas translucens (ex Jones et al. 1917) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3957
NCPPB 3958	v3	no	no	yes	not_in_pair	added	added						Acidovorax sp. Willems et al. 1990 emend. Willems et al. 1992	https://ncppb.fera.co.uk/furtherinfo/3958
NCPPB 3959	v1+v2+v3	yes	yes	yes	unchanged	changed	changed		current_name	current_name	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	Xanthomonas hortorum Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3959
NCPPB 3960	v1+v2+v3	yes	yes	yes	unchanged	unchanged	unchanged				Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	https://ncppb.fera.co.uk/furtherinfo/3960
