ncppb_number	snapshot_status	ncppb_current_name	expected_genus	scope_status	catalogue_host	catalogue_country	ncbi_biosample_match_count	ncbi_assembly_count	ncbi_sra_run_count	ncbi_bioproject_count	ncbi_sequence_resource_count	ncbi_record_match_count	ncbi_eligible_assembly_count	ncbi_eligible_sra_run_count	ncbi_eligible_sequence_resource_count	ncbi_taxonomy_blocked_resource_count	has_confirmed_ncbi_data	ncbi_data_status	sequence_availability_category	phylogeny_readiness	manual_review_required	confirmed_biosample_accessions	linked_assembly_accessions	linked_sra_run_accessions	assembly_accessions	sra_run_accessions	bioproject_accessions	taxonomy_blocked_biosample_accessions
NCPPB 3795	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Ficus microcarpa var. hillii (Weeping Fig)	Australia	1	1	2	3	3	7	0	0	0	7	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN42175582	GCF_041463615.1	SRR29651790; SRR30037664				SAMN42175582
NCPPB 3796	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Ficus sp. (as F. oinkenowenensis)	Australia	1	1	2	3	3	7	0	0	0	7	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN42175583	GCF_041463605.1	SRR29651789; SRR30037663				SAMN42175583
NCPPB 3797	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Ficus sp. (as F. oinkenowenensis)	UK	1	1	2	3	3	7	0	0	0	7	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN42175584	GCF_041463635.1	SRR29651788; SRR30037662				SAMN42175584
NCPPB 3799	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas	current_xanthomonas	Citrus (Lime)	Thailand	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3800	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Solanum lycopersicum	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3801	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Solanum lycopersicum	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3829	present_in_both	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas	current_xanthomonas	Phleum pratensis	Norway	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3830	present_in_both	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas	current_xanthomonas	Phleum pratensis	Norway	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3831	present_in_both	Xanthomonas graminis pv. phlei Tambong et al. 2024	Xanthomonas	current_xanthomonas	Phleum pratensis	Norway	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3832	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas	current_xanthomonas	Citrus (Sweet Orange)	Zimbabwe	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3870	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Corylus avellana	Italy	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3875	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Corylus avellana	Italy	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3876	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Corylus avellana	Italy	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3877	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Prunus salicina cv. Simka	Italy	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3878	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Prunus salicina cv. Black Diamond	Italy	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3880	present_in_both	Pseudomonas syringae pv. pisi (Sacket 1916) Young, Dye & Wilkie 1978	Pseudomonas	reclassified_outside_xanthomonas	Pisum sativum	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3883	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Crambe abyssinica	USA	2	1	2	4	3	9	1	2	3	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN57360827; SAMN22552831	GCF_020813155.1	SRR29823151; SRR38178865	GCF_020813155.1	SRR38178865; SRR29823151	PRJNA485808; PRJNA774128	
NCPPB 3884	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Crambe abyssinica	USA	2	1	2	4	3	9	1	2	3	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN57360826; SAMN22552832	GCF_020813085.1	SRR29823150; SRR38178866	GCF_020813085.1	SRR38178866; SRR29823150	PRJNA485808; PRJNA774128	
NCPPB 3885	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Vigna unguiculata	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3886	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Ficus religiosa	India	1	1	2	3	3	7	0	0	0	7	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN42175585	GCF_041463755.1	SRR29651787; SRR30037661				SAMN42175585
NCPPB 3887	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Ficus religiosa	India	1	1	2	3	3	7	0	0	0	7	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN42175586	GCF_041463645.1	SRR29651786; SRR30037660				SAMN42175586
NCPPB 3888	present_in_both	Xanthomonas campestris pv. parthenii Chand et al. 1995	Xanthomonas	current_xanthomonas	Parthenium hysterophorus	India	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN22555468	GCF_020783765.1	SRR22272566	GCF_020783765.1	SRR22272566	PRJNA774146	
NCPPB 3890	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas		Malta	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3925	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas			0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3926	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas			0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3927	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	Brassica napus var. olerfera	Brazil	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN43286079	GCF_041521265.1	SRR30327315	GCF_041521265.1	SRR30327315	PRJNA774128	
NCPPB 3931	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	Lactuca sativa	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3932	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	Lactuca sativa	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3942	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Allium cepa	Barbados	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3943	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Allium cepa	Barbados	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3944	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Allium cepa	Barbados	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3947	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas	current_xanthomonas	Glycine max	Brunei	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3948	present_in_both	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Euphorbia cyathophora	Australia	1	1	2	3	3	7	1	2	3	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42178462	GCF_041489455.1	SRR29654625; SRR30037950	GCF_041489455.1	SRR29654625; SRR30037950	PRJNA1129913	
NCPPB 3949	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas	current_xanthomonas	Oryza sativa	Malaysia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3950	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Corylus avellana	Chile	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3951	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas	current_xanthomonas	Oryza sativa	Malaysia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3953	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Triticum aestivum	Zambia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3954	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Solanum lycopersicum	Trinidad & Tobago	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3955	present_in_both	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Triticum aestivum	Zambia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3956	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Triticum aestivum (Bread Wheat)	Pakistan	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3957	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Hordeum vulgare	Zambia	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 3959	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Persea americana	New Zealand	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN42161491	GCF_056675575.1	SRR29644155	GCF_056675575.1	SRR29644155	PRJNA1129555	
NCPPB 3960	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Pelargonium sp.	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4013	present_in_both	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas	current_xanthomonas	Asclepias syriaca	USA	2	1	3	4	4	10	1	3	4	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN56511371; SAMN22555464	GCF_020784175.1	SRR22272570; SRR37629088; SRR37789905	GCF_020784175.1	SRR37629088; SRR37789905; SRR22272570	PRJNA1437458; PRJNA774146	
NCPPB 4014	present_in_both	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas	current_xanthomonas	Asclepias syriaca	USA	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4015	present_in_both	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas	current_xanthomonas	Asclepias syriaca	USA	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4031	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Pelargonium x hortorum	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4032	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Pelargonium x hortorum	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4033	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	Lactuca sativa	USA	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4034	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	Lactuca sativa	USA	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4037	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Nemesia sp.	UK	2	2	3	4	5	11	2	3	5	0	yes	confirmed_sequence_available	complete_genome_available	assembly_available_qc_required	no	SAMN42161492; SAMN22552836	GCF_020812955.1; GCF_041475695.1	SRR29644154; SRR29823163; SRR30040129	GCF_041475695.1; GCF_020812955.1	SRR29644154; SRR30040129; SRR29823163	PRJNA1129555; PRJNA774128	
NCPPB 4058	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	Lactuca sativa	UK	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN24251536	GCF_021352915.1	SRR17286009	GCF_021352915.1	SRR17286009	PRJNA790934	
NCPPB 4181	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas	current_xanthomonas			1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN39942677		SRR27965825		SRR27965825	PRJNA991941	
NCPPB 4183	present_in_both	Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas	current_xanthomonas	Fragaria (x)ananassa	Italy	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4210	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Cardiocrinum giganteum	India	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4231	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Beta vulgaris var. Cicla (Chard) Seed	UK	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN22552841	GCF_020812995.1	SRR29823162				SAMN22552841
NCPPB 4232	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	Beta vulgaris var. Cicla (Chard) Seed	UK	1	1	1	3	2	6	0	0	0	6	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN22552842	GCF_020813195.1	SRR29823161				SAMN22552842
NCPPB 4321	present_in_both	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Solanum lycopersicum	USA	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN14837221	GCF_013112235.1	SRR11788032	GCF_013112235.1	SRR11788032	PRJNA630460	
NCPPB 4322	present_in_both	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Solanum lycopersicum	USA	0	0	0	0	0	0	0	0	0	0	no	provisional_match_requires_review	ambiguous_needs_review	identity_review_required_before_use	yes							
NCPPB 4323	present_in_both	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas	current_xanthomonas	Solanum lycopersicum	Costa Rica	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4324	present_in_both	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas	current_xanthomonas	Solanum lycopersicum	Costa Rica	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4326	present_in_both	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas	current_xanthomonas	Zantedeschia aethiopica (White flowered calla lily).	Taiwan, Republic of China	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4340	present_in_both	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas	current_xanthomonas	Zinnia sp.	UK	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4341	present_in_both	Xanthomonas sacchari Vauterin et al. 1995	Xanthomonas	current_xanthomonas		Guadaloupe	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4342	present_in_both	Xanthomonas arboricola pv. populi (ex de Kam 1984) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Populus X euramericana (Canadian poplar)	Netherlands	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4343	present_in_both	Xanthomonas bromi Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Bromus fonkii Philippi (Chilean brome )	France	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4344	present_in_both	Xanthomonas campestris pv. brunneivaginae (Luo et al. 1988)Young et al. 1996	Xanthomonas	current_xanthomonas	Oryza sativa	China	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4345	present_in_both	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	Xanthomonas	current_xanthomonas	Canna × generalis	India	1	1	1	1	2	4	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN22555471	GCA_020783755.1	SRR22272565	GCA_020783755.1	SRR22272565	PRJNA774146	
NCPPB 4346	present_in_both	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	Xanthomonas	current_xanthomonas	Leersia hexandra Swartz (southern cutgrass)	China	2	1	2	5	3	10	0	0	0	10	yes	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_sequence_use	taxonomy_review_required_before_use	yes	SAMN10956069; SAMN03862116	GCF_001276975.2	SRR2133447; SRR8618953				SAMN03862116; SAMN10956069
NCPPB 4347	present_in_both	Xanthomonas campestris pv. malloti Goto 1993	Xanthomonas	current_xanthomonas	Mallotus japonicus (Thunb.) Muell.-Arg (East Asian mallotus)	Japan	1	0	1	1	1	3	0	1	1	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN42488056		SRR29823102		SRR29823102	PRJNA742925	
NCPPB 4348	present_in_both	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Mirabilis jalapa L. (Marvel-of-peru)	India	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN19988985	GCF_019201145.1	SRR15305428	GCF_019201145.1	SRR15305428	PRJNA742925	
NCPPB 4349	present_in_both	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Pennisetum americanum (L.) K. Schum. (pearl millet)	Nigeria	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN19988986	GCF_019201165.1	SRR15305416	GCF_019201165.1	SRR15305416	PRJNA742925	
NCPPB 4350	present_in_both	Xanthomonas codiaei Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Euphorbia pulcherrima	USA	3	1	3	6	4	13	1	3	4	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN56511372; SAMN44672901; SAMD00253079	GCF_046365405.1	SRR31305555; SRR37629087; SRR37789904	GCF_046365405.1	SRR37629087; SRR37789904; SRR31305555	PRJNA1437458; PRJNA1129913	
NCPPB 4351	present_in_both	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Pachystachys lutea Nees. (lollipop plant)	Brazil	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN19988987	GCF_019201265.1	SRR15305410	GCF_019201265.1	SRR15305410	PRJNA742925	
NCPPB 4352	present_in_both	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	Xanthomonas	current_xanthomonas	Zingiber officinale Rosc. (ginger)	China	1	1	1	3	2	6	1	1	2	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN19988988	GCF_019201205.1	SRR15305413	GCF_019201205.1	SRR15305413	PRJNA742925	
NCPPB 4353	present_in_both	Xanthomonas theicola (Uehara et al. 1980) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	Camellia sinensis	Japan	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
NCPPB 4355	present_in_both	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas		Reunion - France	1	1	0	3	1	5	1	0	1	0	yes	confirmed_sequence_available	chromosome_level_assembly_available	assembly_available_qc_required	no	SAMN02646549	GCF_000730305.1		GCF_000730305.1		PRJNA231977	
NCPPB 4356	present_in_both	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	Xanthomonas	current_xanthomonas	Cynara scolymus (artichoke)	France - Brittainy	4	2	2	7	4	15	2	2	4	0	yes	confirmed_sequence_available	draft_assembly_available	assembly_available_qc_required	no	SAMN09704276; SAMN24251551; SAMN05560222; SAMD00253043	GCF_002939985.1; GCF_021352995.1	SRR17286016; SRR7628813	GCF_021352995.1; GCF_002939985.1	SRR7628813; SRR17286016	PRJNA482368; PRJNA790934; PRJNA338618	
NCPPB 4363	present_in_both	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas	current_xanthomonas	Dysoxylum spectabile	New Zealand	1	0	2	1	2	4	0	2	2	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN56511373		SRR37629086; SRR37789903		SRR37629086; SRR37789903	PRJNA1437458	
NCPPB 4364	present_in_both	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas	current_xanthomonas	Dysoxylum spectabile	New Zealand	1	0	2	1	2	4	0	2	2	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN56511374		SRR37629085; SRR37789902		SRR37629085; SRR37789902	PRJNA1437458	
NCPPB 4367	present_in_both	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas	current_xanthomonas	Dysoxylum spectabile	New Zealand	1	0	2	1	2	4	0	2	2	0	yes	confirmed_sequence_available	raw_reads_only	raw_wgs_reads_require_assembly_and_qc	no	SAMN56511375		SRR37629084; SRR37789901		SRR37629084; SRR37789901	PRJNA1437458	
NCPPB 4372	present_in_both	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	Allium cepa	Brazil	0	0	0	0	0	0	0	0	0	0	no	no_confirmed_ncbi_match	no_confirmed_public_data	no_confirmed_public_sequence	no							
