ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 939	SAMN08729581	8729581	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas hortorum pv. hederae	453603	NCPPB 939	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN08729581
NCPPB 3440	SAMN40354570	40354570	ncppb_number	expected_genus:Xanthomonas	Xanthomonas sp. WHRI 8393	3161574	NCPPB 3440	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN40354570
NCPPB 230	SAMN40354569	40354569	ncppb_number	expected_genus:Xanthomonas	Xanthomonas sp. WHRI 8391	3161573	NCPPB 230	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN40354569
NCPPB 425	SAMN40354566	40354566	ncppb_number	expected_genus:Xanthomonas	Xanthomonas sp. WHRI 8338	3161570	NCPPB 425	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN40354566
NCPPB 1585	SAMN40354542	40354542	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas oryzae pv. oryzicola	129394	NCPPB 1585	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354542
NCPPB 3002	SAMN40354541	40354541	ncppb_number	expected_genus:Xanthomonas	Xanthomonas oryzae pv. oryzae	64187	NCPPB 3002	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354541
NCPPB 4590	SAMN40354539	40354539	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	NCPPB 4590	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354539
NCPPB 1838	SAMN40354538	40354538	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. fuscans	366649	NCPPB 1838	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354538
NCPPB 633	SAMN40354537	40354537	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. malvacearum	86040	NCPPB 633	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354537
NCPPB 381	SAMN40354536	40354536	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. fuscans	366649	NCPPB 381	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354536
NCPPB 633	SAMN40354530	40354530	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. malvacearum	86040	NCPPB 633	ncppb_number	primary	identity_aliases	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN40354530
NCPPB 4391	SAMN41763921	41763921	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4391	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN41763921
NCPPB 1455	SAMN41763920	41763920	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. lantanae	487871	NCPPB 1455	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN41763920
NCPPB 4058	SAMN24251536	24251536	ncppb_number	expected_genus:Xanthomonas	Xanthomonas hortorum pv. vitians	83224	NCPPB 4058	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN24251536
NCPPB 232	SAMEA6962647	15671172	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas hortorum pv. vitians	83224	NCPPB 232	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA6962647
NCPPB 2248	SAMN09704264	9704264	ncppb_number	expected_genus:Xanthomonas	Xanthomonas hortorum pv. vitians	83224	NCPPB 2248	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN09704264
NCPPB 1822	SAMN39942671	39942671	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	NCPPB 1822	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942671
NCPPB 416	SAMN39942831	39942831	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas arboricola pv. pruni	69929	NCPPB 416	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942831
NCPPB 4772	SAMN39942678	39942678	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	NCPPB 4772	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942678
NCPPB 4181	SAMN39942677	39942677	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	NCPPB 4181	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942677
NCPPB 3743	SAMN39942675	39942675	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	NCPPB 3743	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942675
NCPPB 3028	SAMN39942674	39942674	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	NCPPB 3028	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942674
NCPPB 2949	SAMN39942673	39942673	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	NCPPB 2949	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942673
NCPPB 1469	SAMN39942670	39942670	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas fragariae	48664	NCPPB 1469	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN39942670
NCPPB 4675	SAMEA4722874	9576250	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas euroxanthea	2259622	NCPPB 4675	ncppb_number	primary	culture_collection	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4722874
NCPPB 3743	SAMEA4590056	8970083	ncppb_number	expected_genus:Xanthomonas	Xanthomonas fragariae	48664	NCPPB 3743	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4590056
NCPPB 1822	SAMEA4590042	8970069	ncppb_number	expected_genus:Xanthomonas	Xanthomonas fragariae	48664	NCPPB 1822	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4590042
NCPPB 3213	SAMEA3121378	3225033	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. bilvae	487854	NCPPB 3213	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMEA3121378
NCPPB 2970	SAMN22552843	22552843	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. papavericola	487881	NCPPB 2970	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552843
NCPPB 983	SAMN22552839	22552839	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. barbareae	461407	NCPPB 983	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552839
NCPPB 881	SAMN09704275	9704275	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus:Xanthomonas	Xanthomonas hortorum ATCC 19865	925777	NCPPB 881	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN09704275
NCPPB 2649	SAMN03140274	3140274	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. arecae	487849	NCPPB 2649	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN03140274
NCPPB 2005	SAMN02471727	2471727	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum NCPPB 2005	1094183	NCPPB 2005	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02471727
NCPPB 1759	SAMEA114332028	37783306	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri	346	NCPPB 1759	ncppb_number	primary	isolate	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMEA114332028
NCPPB 409	SAMEA114331998	37783109	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri pv. citri	611301	NCPPB 409	ncppb_number	primary	isolate	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA114331998
NCPPB 3213	SAMEA114332029	37783003	ncppb_number	expected_genus:Xanthomonas	Xanthomonas citri	346	NCPPB 3213	ncppb_number	primary	isolate	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMEA114332029
NCPPB 4392	SAMN02471739	2471739	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum NCPPB 4392	1184263	NCPPB 4392	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN02471739
NCPPB 1159	SAMN01090336	1090336	ncppb_number	expected_genus:Xanthomonas	Xanthomonas phaseoli pv. manihotis str. NCPPB 1159	1185700	NCPPB 1159	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN01090336
NCPPB 2251	SAMN00991248	991248	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum NCPPB 2251	1184256	NCPPB 2251	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991248
NCPPB 4394	SAMN00991245	991245	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum NCPPB 4394	1094187	NCPPB 4394	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991245
NCPPB 4384	SAMN00991244	991244	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum NCPPB 4384	1094186	NCPPB 4384	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991244
NCPPB 4380	SAMN00991243	991243	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum NCPPB 4380	1094185	NCPPB 4380	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991243
NCPPB 4379	SAMN00991242	991242	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. musacearum NCPPB 4379	1094184	NCPPB 4379	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00991242
NCPPB 2005	SAMN00860199	860199	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum NCPPB 2005	1094183	NCPPB 2005	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00860199
NCPPB 4381	SAMN00002877	2877	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum NCPPB 4381	559737	NCPPB 4381	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN00002877
NCPPB 1381	SAMN36701289	36701289	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. vasculorum	325776	NCPPB 1381	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36701289
NCPPB 1326	SAMN36701288	36701288	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola pv. vasculorum	325776	NCPPB 1326	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36701288
NCPPB 2337	SAMN22555462	22555462	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas dyei pv. eucalypti	487864	NCPPB 2337	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555462
NCPPB 1938	SAMN36318706	36318706	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. plantaginis	487888	NCPPB 1938	ncppb_number	primary	title	unstructured_exact_identifier	unstructured_exact_identifier_only	same_name	yes	no	yes	review	exact_identifier_only_in_title		https://www.ncbi.nlm.nih.gov/biosample/SAMN36318706
NCPPB 1934	SAMN36318705	36318705	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. incanae	92826	NCPPB 1934	ncppb_number	primary	title	unstructured_exact_identifier	unstructured_exact_identifier_only	same_name	yes	no	yes	review	exact_identifier_only_in_title		https://www.ncbi.nlm.nih.gov/biosample/SAMN36318705
NCPPB 2517	SAMN36368330	36368330	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	NCPPB 2517	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368330
NCPPB 528	SAMN36368329	36368329	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	NCPPB 528	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368329
NCPPB 2986	SAMN36368323	36368323	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	NCPPB 2986	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368323
NCPPB 1645	SAMN36368322	36368322	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	NCPPB 1645	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368322
NCPPB 1043	SAMN36368321	36368321	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	NCPPB 1043	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36368321
NCPPB 2417	SAMN36358005	36358005	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola	56459	NCPPB 2417	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36358005
NCPPB 895	SAMN36357973	36357973	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola	56459	NCPPB 895	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36357973
NCPPB 889	SAMN36357971	36357971	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola	56459	NCPPB 889	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36357971
NCPPB 795	SAMN36357970	36357970	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola	56459	NCPPB 795	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36357970
NCPPB 702	SAMN36357969	36357969	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola	56459	NCPPB 702	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36357969
NCPPB 4614	SAMN36357968	36357968	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola	56459	NCPPB 4614	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36357968
NCPPB 4613	SAMN36357967	36357967	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola	56459	NCPPB 4613	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36357967
NCPPB 206	SAMN36357966	36357966	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola	56459	NCPPB 206	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36357966
NCPPB 2857	SAMN36346974	36346974	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	NCPPB 2857	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36346974
NCPPB 1711	SAMN36346973	36346973	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	NCPPB 1711	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36346973
NCPPB 529	SAMN36346972	36346972	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	NCPPB 529	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36346972
NCPPB 404	SAMN36346971	36346971	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	NCPPB 404	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36346971
NCPPB 45	SAMN36346970	36346970	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. campestris	340	NCPPB 45	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36346970
NCPPB 1381	SAMN36357975	36357975	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola	56459	NCPPB 1381	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36357975
NCPPB 1326	SAMN36357974	36357974	ncppb_number	expected_genus:Xanthomonas	Xanthomonas vasicola	56459	NCPPB 1326	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN36357974
NCPPB 1946	SAMN36315929	36315929	ncppb_number	expected_genus:Xanthomonas	Xanthomonas campestris pv. raphani	359385	NCPPB 1946	ncppb_number	primary	title	unstructured_exact_identifier	unstructured_exact_identifier_only	same_name	yes	no	yes	review	exact_identifier_only_in_title		https://www.ncbi.nlm.nih.gov/biosample/SAMN36315929
NCPPB 2654	SAMN35699823	35699823	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 2654	487541	NCPPB 2654	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN35699823
NCPPB 1471	SAMN30973815	30973815	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri pv. citri	611301	NCPPB 1471	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN30973815
NCPPB 2346	SAMN19988995	19988995	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. passiflorae	487883	NCPPB 2346	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988995
NCPPB 2983	SAMN22555472	22555472	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. phormiicola	487886	NCPPB 2983	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555472
NCPPB 4345	SAMN22555471	22555471	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. cannae	487856	NCPPB 4345	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555471
NCPPB 1067	SAMN22555470	22555470	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1067	487524	NCPPB 1067	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555470
NCPPB 3434	SAMN22555469	22555469	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas melonis	56456	NCPPB 3434	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555469
NCPPB 3888	SAMN22555468	22555468	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. parthenii	487882	NCPPB 3888	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555468
NCPPB 101	SAMN22555467	22555467	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas cassavae CFBP 4642	1219375	NCPPB 101	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555467
NCPPB 2439	SAMN22555466	22555466	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. zinniae	83854	NCPPB 2439	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555466
NCPPB 2190	SAMN22555465	22555465	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. esculenti	487863	NCPPB 2190	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555465
NCPPB 4013	SAMN22555464	22555464	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. asclepiadis	2887372	NCPPB 4013	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555464
NCPPB 1935	SAMN22555463	22555463	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. nigromaculans	487879	NCPPB 1935	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22555463
NCPPB 3162	SAMN22555461	22555461	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas citri	346	NCPPB 3162	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN22555461
