ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 3711	SAMN19021786	19021786	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas graminis pv. graminis	134874	NCPPB 3711	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN19021786
NCPPB 3709	SAMEA4072397	6159902	ncppb_number	expected_genus:Xanthomonas	Xanthomonas graminis pv. graminis	134874	NCPPB 3709	ncppb_number	primary	isolate	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMEA4072397
NCPPB 1943	SAMN05258070	5258070	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas cerealis pv. cerealis	152263	NCPPB 1943	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN05258070
NCPPB 4350	SAMN44672901	44672901	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas codiaei	56463	NCPPB 4350	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN44672901
NCPPB 4682	SAMN43286082	43286082	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	NCPPB 4682	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286082
NCPPB 4680	SAMN43286081	43286081	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	NCPPB 4680	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286081
NCPPB 4678	SAMN43286080	43286080	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	NCPPB 4678	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286080
NCPPB 2922	SAMN43286070	43286070	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 2922	487547	NCPPB 2922	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286070
NCPPB 1144	SAMN43286083	43286083	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	NCPPB 1144	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286083
NCPPB 3927	SAMN43286079	43286079	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	NCPPB 3927	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN43286079
NCPPB 2586	SAMN42161505	42161505	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 2586	487540	NCPPB 2586	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161505
NCPPB 1754	SAMN42161502	42161502	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1754	487536	NCPPB 1754	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161502
NCPPB 1560	SAMN42161500	42161500	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1560	487533	NCPPB 1560	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161500
NCPPB 1325	SAMN42161499	42161499	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1325	487529	NCPPB 1325	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161499
NCPPB 1068	SAMN42161498	42161498	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1068	487525	NCPPB 1068	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161498
NCPPB 1062	SAMN42161497	42161497	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 1062	487523	NCPPB 1062	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161497
NCPPB 4468	SAMN42161495	42161495	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 4468	3243405	NCPPB 4468	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161495
NCPPB 4037	SAMN42161492	42161492	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 4037	487568	NCPPB 4037	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161492
NCPPB 3583	SAMN42161489	42161489	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus	Xanthomonas sp. NCPPB 3583	487558	NCPPB 3583	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161489
NCPPB 3582	SAMN42161488	42161488	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 3582	487557	NCPPB 3582	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161488
NCPPB 3569	SAMN42161486	42161486	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 3569	487554	NCPPB 3569	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161486
NCPPB 3443	SAMN42161485	42161485	ncppb_number; other_references	expected_genus:Xanthomonas; exact_full_identifier; expected_genus	Xanthomonas sp. NCPPB 3443	3243407	NCPPB 3443	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161485
NCPPB 2632	SAMN42161506	42161506	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 2632	3240912	NCPPB 2632	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42161506
NCPPB 3005	SAMN41997674	41997674	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas sp. NCPPB 3005	3240913	NCPPB 3005	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN41997674
NCPPB 570	SAMN42488058	42488058	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. amaranthicola	54735	NCPPB 570	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42488058
NCPPB 2182	SAMN42488057	42488057	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. gummisudans	487868	NCPPB 2182	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42488057
NCPPB 4347	SAMN42488056	42488056	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. malloti	487876	NCPPB 4347	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42488056
NCPPB 2251	SAMN42486836	42486836	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	NCPPB 2251	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42486836
NCPPB 4393	SAMN42486834	42486834	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4393	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42486834
NCPPB 2922	SAMN42485110	42485110	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas	338	NCPPB 2922	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	taxonomy_unresolved	no	yes	yes	accept	taxonomy_unresolved		https://www.ncbi.nlm.nih.gov/biosample/SAMN42485110
NCPPB 4232	SAMN22552842	22552842	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris	339	NCPPB 4232	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN22552842
NCPPB 4231	SAMN22552841	22552841	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris	339	NCPPB 4231	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_genus_different_species	no	yes	yes	accept	same_genus_different_species		https://www.ncbi.nlm.nih.gov/biosample/SAMN22552841
NCPPB 1061	SAMN22552840	22552840	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. plantaginis	487888	NCPPB 1061	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552840
NCPPB 937	SAMN22552838	22552838	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. incanae	92826	NCPPB 937	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552838
NCPPB 2345	SAMN22552837	22552837	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris	339	NCPPB 2345	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552837
NCPPB 4037	SAMN22552836	22552836	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris	339	NCPPB 4037	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552836
NCPPB 1946	SAMN22552835	22552835	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. raphani	359385	NCPPB 1946	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552835
NCPPB 528	SAMN22552834	22552834	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. campestris	340	NCPPB 528	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552834
NCPPB 2918	SAMN22552833	22552833	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris	339	NCPPB 2918	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552833
NCPPB 3884	SAMN22552832	22552832	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris	339	NCPPB 3884	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552832
NCPPB 3883	SAMN22552831	22552831	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris	339	NCPPB 3883	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552831
NCPPB 2986	SAMN22552830	22552830	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. aberrans	461406	NCPPB 2986	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552830
NCPPB 347	SAMN22552829	22552829	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris pv. armoraciae	329463	NCPPB 347	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552829
NCPPB 2586	SAMN22552828	22552828	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas campestris	339	NCPPB 2586	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	compatible_synonym	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN22552828
NCPPB 889	SAMN20080225	20080225	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. vasculorum	325776	NCPPB 889	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN20080225
NCPPB 4390	SAMN20034693	20034693	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4390	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN20034693
NCPPB 4378	SAMN20034692	20034692	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. musacearum	454958	NCPPB 4378	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN20034692
NCPPB 795	SAMN20034691	20034691	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas vasicola pv. vasculorum	325776	NCPPB 795	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN20034691
NCPPB 2352	SAMN42284549	42284549	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. maculifoliigardeniae	487832	NCPPB 2352	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42284549
NCPPB 972	SAMN42284548	42284548	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. maculifoliigardeniae	487832	NCPPB 972	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42284548
NCPPB 971	SAMN42284547	42284547	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. maculifoliigardeniae	487832	NCPPB 971	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42284547
NCPPB 646	SAMN42284537	42284537	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. khayae	487831	NCPPB 646	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42284537
NCPPB 536	SAMN42284536	42284536	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. khayae	487831	NCPPB 536	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42284536
NCPPB 2063	SAMN42284474	42284474	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. cajani	487827	NCPPB 2063	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42284474
NCPPB 573	SAMN42284473	42284473	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. cajani	487827	NCPPB 573	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42284473
NCPPB 485	SAMN42284446	42284446	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. betlicola	487825	NCPPB 485	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42284446
NCPPB 1629	SAMN42283062	42283062	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. bauhiniae	487824	NCPPB 1629	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42283062
NCPPB 2368	SAMN42280123	42280123	ncppb_number	expected_genus:Xanthomonas; exact_full_identifier	Xanthomonas axonopodis pv. pedalii	487836	NCPPB 2368	ncppb_number	primary	strain	structured_exact_identifier	confirmed_exact_ncppb_identifier	same_name	no	no	no	accept			https://www.ncbi.nlm.nih.gov/biosample/SAMN42280123
