ncppb_number	clause_order	clause_type	raw_clause	raw_value	text_start	text_end	html_start	html_end	parse_status	risk_level	review_reason	source_snapshot_sha256
NCPPB 4378	1	donor_reference	The donor reference is 034/LRA/05	034/LRA/05	0	33	2444370	2444432	parsed	medium		
NCPPB 4378	2	collection_list	This isolate is also in the collections; CFBP 7166	CFBP 7166	34	84	2444436	2444487	parsed	low		
NCPPB 4378	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	85	132	2444491	2444539	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4379	1	donor_reference	The donor reference is KY44	KY44	0	27	2447199	2447255	parsed	medium		
NCPPB 4379	2	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	28	75	2447259	2447307	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4380	1	donor_reference	The donor reference is 038/KBA/05	038/KBA/05	0	33	2449967	2450029	parsed	medium		
NCPPB 4380	2	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	34	81	2450033	2450081	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4381	1	donor_reference	The donor reference is 014/LUW/05	014/LUW/05	0	33	2452741	2452803	parsed	medium		
NCPPB 4381	2	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	34	81	2452807	2452855	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4383	1	donor_reference	The donor reference is 071/WSK/05	071/WSK/05	0	33	2455515	2455577	parsed	medium		
NCPPB 4383	2	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	34	81	2455581	2455629	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4384	1	donor_reference	The donor reference is 041/NSG/05	041/NSG/05	0	33	2458289	2458351	parsed	medium		
NCPPB 4384	2	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	34	81	2458355	2458403	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4385	1	donor_reference	The donor reference is 031/KIB/05	031/KIB/05	0	33	2461063	2461125	parsed	medium		
NCPPB 4385	2	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	34	81	2461129	2461177	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4386	1	donor_reference	The donor reference is 005/WKS/05	005/WKS/05	0	33	2463837	2463899	parsed	medium		
NCPPB 4386	2	collection_list	This isolate is also in the collections; CFBP 7167	CFBP 7167	34	84	2463903	2463954	parsed	low		
NCPPB 4386	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	85	132	2463958	2464006	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4387	1	donor_reference	The donor reference is IMI 392223	IMI 392223	0	33	2466669	2466731	parsed	medium		
NCPPB 4387	2	collection_list	This isolate is also in the collections; CFBP 7168	CFBP 7168	34	84	2466735	2466786	parsed	low		
NCPPB 4387	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	85	132	2466790	2466838	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4388	1	donor_reference	The donor reference is IMI 392224	IMI 392224	0	33	2469501	2469563	parsed	medium		
NCPPB 4388	2	collection_list	This isolate is also in the collections; CFBP 7169	CFBP 7169	34	84	2469567	2469618	parsed	low		
NCPPB 4388	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	85	132	2469622	2469670	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4389	1	donor_reference	The donor reference is IMI 393640	IMI 393640	0	33	2472330	2472392	parsed	medium		
NCPPB 4389	2	collection_list	This isolate is also in the collections; CFBP 7170	CFBP 7170	34	84	2472396	2472447	parsed	low		
NCPPB 4389	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	85	132	2472451	2472499	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4390	1	donor_reference	The donor reference is IMI 393641	IMI 393641	0	33	2475159	2475221	parsed	medium		
NCPPB 4390	2	collection_list	This isolate is also in the collections; CFBP 7171	CFBP 7171	34	84	2475225	2475276	parsed	low		
NCPPB 4390	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	85	132	2475280	2475328	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4391	1	donor_reference	The donor reference is IMI 393646	IMI 393646	0	33	2477988	2478050	parsed	medium		
NCPPB 4391	2	collection_list	This isolate is also in the collections; CFBP 7172	CFBP 7172	34	84	2478054	2478106	parsed	low		
NCPPB 4391	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	85	132	2478110	2478158	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4392	1	donor_reference	The donor reference is 394051	394051	0	29	2480820	2480878	parsed	medium		
NCPPB 4392	2	collection_list	This isolate is also in the collections; CFBP 7173	CFBP 7173	30	80	2480882	2480933	parsed	low		
NCPPB 4392	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	81	128	2480937	2480985	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4393	1	donor_reference	The donor reference is 394052	394052	0	29	2483647	2483705	parsed	medium		
NCPPB 4393	2	collection_list	This isolate is also in the collections; CFBP 7174	CFBP 7174	30	80	2483709	2483760	parsed	low		
NCPPB 4393	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	81	128	2483764	2483812	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4394	1	donor_reference	The donor reference is 354053	354053	0	29	2486474	2486532	parsed	medium		
NCPPB 4394	2	collection_list	This isolate is also in the collections; CFBP 7175	CFBP 7175	30	80	2486536	2486588	parsed	low		
NCPPB 4394	3	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	81	128	2486592	2486640	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4395	1	collection_list	This isolate is also in the collections; CFBP 7176	CFBP 7176	0	50	2489302	2489381	parsed	low		
NCPPB 4395	2	source_of_isolate	The source of this isolate was Valentine Aritua	Valentine Aritua	51	98	2489385	2489433	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4397	1	donor_reference	The donor reference is ISBF 594	ISBF 594	0	31	2492116	2492176	parsed	medium		
NCPPB 4397	2	collection_list	This isolate is also in the collections; ICMP 9278	ICMP 9278	32	82	2492180	2492231	parsed	low		
NCPPB 4397	3	isolated_by	This isolate was isolated by R.Neto	R.Neto	83	118	2492235	2492271	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4397	4	source_of_isolate	The source of this isolate was ISBF	ISBF	119	154	2492275	2492311	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4398	1	donor_reference	The donor reference is ISBF 595	ISBF 595	0	31	2494994	2495054	parsed	medium		
NCPPB 4398	2	collection_list	This isolate is also in the collections; ICMP 9279	ICMP 9279	32	82	2495058	2495109	parsed	low		
NCPPB 4398	3	isolated_by	This isolate was isolated by R.Neto	R.Neto	83	118	2495113	2495149	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4398	4	source_of_isolate	The source of this isolate was ISBF	ISBF	119	154	2495153	2495189	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4399	1	donor_reference	The donor reference is ICMP 15863	ICMP 15863	0	33	2497864	2497926	parsed	medium		
NCPPB 4399	2	collection_list	This isolate is also in the collections; ICMP 15863	ICMP 15863	34	85	2497930	2497982	parsed	low		
NCPPB 4399	3	isolated_by	This isolate was isolated by I.Harvey	I.Harvey	86	123	2497986	2498024	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4399	4	source_of_isolate	The source of this isolate was ICMP	ICMP	124	159	2498028	2498064	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 4402	1	donor_reference	The donor reference is LMG 8237	LMG 8237	0	31	2500989	2501049	parsed	medium		
