ncppb_number	ncppb_current_name	snapshot_status	all_searchable_identifiers	confirmed_biosample_accessions	provisional_biosample_accessions	ncppb_track_biosample_accessions	other_references_track_biosample_accessions	historical_v1_recheck_biosample_accessions	assembly_accessions	assembly_levels	sra_run_accessions	bioproject_accessions	provisional_assembly_accessions	provisional_sra_run_accessions	provisional_bioproject_accessions	sequence_availability_category	identity_match_status	taxonomy_consistency_status	taxonomy_review_required	manual_review_required	review_reason	accepted_candidate_count	review_candidate_count	rejected_candidate_count
NCPPB 578	Xanthomonas euvesicatoria pv. erythrinae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 578; ATCC 11679; ICMP 446; LMG 698													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 579	Xanthomonas euvesicatoria pv. lawsoniae (Patel et al. 1951) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 579; ATCC 11674; ICMP 319; LMG 756	SAMN19988991		SAMN19988991			GCF_019201185.1	Contig	SRR15305414	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 581	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 581; ATCC 11643; ICMP 5779; LMG 849; CFBP 7277	SAMN42178463		SAMN42178463			GCF_041486685.1	Complete Genome	SRR29654624; SRR30037949	PRJNA1129913				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 582	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 582; ATCC 11675; ICMP 367													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 584	Xanthomonas axonopodis pv. tamarindi (Patel et al. 1951) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 584; ATCC 11673; ICMP 572; LMG 995; CCUG 15850	SAMN42278574		SAMN42278574			GCF_041466645.1	Complete Genome	SRR29692752	PRJNA742925				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 585	Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 585; ATCC 11678; ICMP 5754; LMG 874	SAMN19988994		SAMN19988994			GCA_019201525.1	Contig	SRR15305424	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 586	Xanthomonas euvesicatoria pv. uppalii (Patel 1948) Harrison et al. 2023	present_in_v2_snapshot	NCPPB 586; ATCC 11641; ICMP 5756; LMG 893	SAMN19988992		SAMN19988992			GCF_019201115.1	Contig	SRR15305427	PRJNA742925				draft_assembly_available	confirmed_exact_ncppb_identifier	same_genus_different_species	yes	yes	same_genus_different_species	1	0	0
NCPPB 599	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 599; ATCC 193314; ICMP 189; DSM 19077; CFBP 1156; LMG 739	SAMN12660098; SAMN05560286; SAMN02894432; SAMN43282147; SAMD00253046			SAMN12660098; SAMN05560286; SAMN02894432; SAMN43282147; SAMD00253046		GCF_009769165.1; GCF_002939895.1; GCF_001010435.1; GCF_042648025.1	Complete Genome; Contig	SRR10043048	PRJNA562936; PRJNA338630; PRJNA232378; PRJNA595761				complete_genome_available	confirmed_exact_collection_identifier	same_name	no	no		5	0	0
NCPPB 614	Xanthomonas citri pv. malvacearum (Smith 1901) Schaad et al. 2007	present_in_v2_snapshot	NCPPB 614													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 631	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 631; ICMP 621; LMG 865													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 633	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 633; 222M; ICMP 5739; LMG 761; CFBP 2530; M2519	SAMN40354537; SAMN40354530; SAMN08729580; SAMN07418358; SAMN22082069		SAMN40354537; SAMN40354530; SAMN08729580	SAMN07418358; SAMN22082069		GCF_040202935.2; GCF_040202075.1; GCF_003064125.1; GCF_027186285.1	Complete Genome; Scaffold	SRR28281416; SRR30293580; SRR28281454; SRR7642345; SRR5901872; SRR17318718	PRJNA991976; PRJNA438827; PRJNA395938; PRJNA769051				complete_genome_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		5	0	0
NCPPB 634	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 634; 223S; S2519													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 637	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 637; 76200; ICMP 616; LMG 691	SAMN42180202		SAMN42180202			GCF_041463595.1	Complete Genome	SRR29655428; SRR30037601	PRJNA1130018				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 638	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 638; 76537; CFBP 7110													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 642	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 642													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 645	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 645	SAMN42178452		SAMN42178452			GCF_041519365.1	Complete Genome	SRR29654629; SRR30037587	PRJNA1129911				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 646	Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 646	SAMN42284537	SAMN03175008	SAMN42284537			GCF_053615295.1	Complete Genome	SRR29695059; SRR30037787	PRJNA1131458	GCF_000785925.1	SRR2052876	PRJNA266873	complete_genome_available	confirmed_exact_ncppb_identifier; conflicting_exact_identifier	same_name; same_genus_different_species	yes	yes	conflicting_ncppb_identifier	1	1	0
NCPPB 647	Xanthomonas euvesicatoria pv. sesami (Sabet & Dowson 1960) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 647													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 648	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 648													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 670	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 670; 77421	SAMN03097370		SAMN03097370			GCF_000764875.1	Contig	SRR2052441	PRJNA263153				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 701	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 701; 77833; LMG 920	SAMN03175440			SAMN03175440		GCF_001469465.1	Contig	SRR4718188	PRJNA266920				draft_assembly_available	confirmed_exact_collection_identifier	same_name	no	no		1	0	0
NCPPB 702	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	present_in_v2_snapshot	NCPPB 702; 77860; ICPB XV168; LMG 8710; CFBP 7163	SAMN36357969; SAMN00002876		SAMN36357969; SAMN00002876			GCF_030551395.2; GCF_000159795.2	Contig; Scaffold	SRR25194036; SRR020202	PRJNA992549; PRJNA31213				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 761	Xanthomonas euvesicatoria pv. physalidicola (Goto & Okabe 1958) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 761; ICMP 586; LMG 845; ATCC 49077													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 762	Xanthomonas pisi (ex Goto & Okabe 1958) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 762; ICMP 570; LMG 847; DSM 18956; ATCC 35936	SAMD00537713; SAMN02894433; SAMD00253068		SAMD00537713	SAMN02894433; SAMD00253068		GCF_001010415.1	Contig		PRJNA232379				draft_assembly_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 793	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	present_in_v2_snapshot	NCPPB 793; 78017													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 795	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	present_in_v2_snapshot	NCPPB 795; 81587; LMG 900	SAMN20034691; SAMN36357970		SAMN20034691; SAMN36357970			GCF_019209805.1; GCF_030551295.2	Contig	SRR29823134; SRR25194032	PRJNA743420; PRJNA992549				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 840	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 840; ICMP 167; LMG 811	SAMN42280122		SAMN42280122			GCF_041464165.1	Complete Genome	SRR29694608; SRR30018465	PRJNA742925				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 875	Xanthomonas campestris pv. aberrans (Knosel 1961) Dye 1978	present_in_v2_snapshot	NCPPB 875													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 881	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	present_in_v2_snapshot	NCPPB 881; ATCC 19865; DSM 19127	SAMN56511390; SAMN09704275; SAMN33574910; SAMN02471772		SAMN56511390; SAMN09704275	SAMN09704275; SAMN33574910; SAMN02471772		GCF_046589575.1; GCF_000192065.1	Contig	SRR37629067; SRR37789884; SRR7628815; SRR23696936	PRJNA1437458; PRJNA482368; PRJNA940592; PRJNA60023				draft_assembly_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		4	0	0
NCPPB 884	Xanthomonas axonopodis pv. patelii (Desai & Shah 1959) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 884; B400													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 885	Xanthomonas axonopodis pv. desmodiirotundifolii (Desai & Shah 1960) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 885; B401; ICMP 168; LMG 694	SAMN42278569		SAMN42278569			GCF_041464115.1	Complete Genome	SRR29692757; SRR30016543	PRJNA742925				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 887	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 887; ATCC 33195; B315													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 888	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 888; B325													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 889	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	present_in_v2_snapshot	NCPPB 889; LMG 902; CFBP 5831; B323	SAMN20080225; SAMN36357971		SAMN20080225; SAMN36357971			GCF_019200945.1; GCF_030551345.2	Contig	SRR29823133; SRR25194031	PRJNA743420; PRJNA992549				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 891	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 891; B337													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 892	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 892; B349													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 893	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 893; B343													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 895	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	present_in_v2_snapshot	NCPPB 895; LMG 8714; B370	SAMN36357973; SAMN02439007		SAMN36357973; SAMN02439007			GCF_030551445.2; GCF_000278075.1	Contig; Scaffold	SRR25194029; SRR1045341	PRJNA992549; PRJNA163307				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 896	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 896; B462; ATCC 33196; LMG 483													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 897	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 897; B463													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 899	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 899; B377													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 900	Xanthomonas axonopodis pv. vasculorum (Cobb 1893) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 900; B386	SAMN56511391; SAMN02854335		SAMN56511391; SAMN02854335			GCF_000724905.1	Scaffold	SRR37629066; SRR37789883; SRR1515236	PRJNA1437458; PRJNA252656				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		2	0	0
NCPPB 901	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 901; B406	SAMN42161496		SAMN42161496			GCF_056725085.1	Complete Genome	SRR29644180; SRR30040125	PRJNA1129555				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 902	Xanthomonas vasicola Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 902; B454	SAMN03140174		SAMN03140174			GCF_000772775.3	Complete Genome		PRJNA264637				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 916	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 916; B136													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 917	Xanthomonas sp. Dowson 1939	present_in_v2_snapshot	NCPPB 917; B130													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 918	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 918; B373													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 922	Xanthomonas albilineans (Ashby 1929) Dowson 1943	present_in_v2_snapshot	NCPPB 922; B499; 1213A													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 923	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 923; B495; A13a													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 924	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 924; B497													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 926	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 926; B494													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 935	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 935; ATCC 19313; ICMP 5726; ICPB XC 12; LMG 689; CFBP 1159	SAMN41996496; SAMEA7984667; SAMN05559866		SAMN41996496; SAMEA7984667	SAMEA7984667; SAMN05559866		GCF_041228085.2; GCF_905220785.1; GCF_002939845.1	Complete Genome; Scaffold	SRR29500232; SRR30016866; ERR5260054; ERR5260059	PRJNA1127218; PRJEB42844; PRJNA338526				complete_genome_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		3	0	0
NCPPB 936	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 936													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 937	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978	present_in_v2_snapshot	NCPPB 937; ATCC 13462; ICMP 574	SAMN22552838		SAMN22552838			GCF_020813295.1	Contig	SRR29823159	PRJNA774128				draft_assembly_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 938	Xanthomonas axonopodis pv. lespedezae (Ayers et al. 1939) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 938													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 939	Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 939; ICMP 453; LMG 733; DSM 19143	SAMN08729581; SAMN43284563; SAMN43281910; SAMD00253066		SAMN08729581	SAMN43284563; SAMN43281910; SAMD00253066		GCF_003064105.1	Scaffold		PRJNA438828				draft_assembly_available	confirmed_exact_ncppb_identifier; confirmed_exact_collection_identifier	same_name	no	no		4	0	0
NCPPB 940	Xanthomonas hortorum pv. taraxaci (Niederhauser 1943)Vauterin et al.1995	present_in_v2_snapshot	NCPPB 940; ATCC 19318; ICMP 579	SAMEA6962652		SAMEA6962652	SAMEA6962652		GCA_903978185.1	Complete Genome	ERR4327122	PRJEB38812				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 941	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	present_in_v2_snapshot	NCPPB 941; ICMP 102; LMG 922													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 942	Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978	present_in_v2_snapshot	NCPPB 942	SAMN57360824		SAMN57360824					SRR38178868	PRJNA485808				raw_reads_only	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 969	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 969													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 970	Xanthomonas hortorum pv. vitians Morinière et al. 2020	present_in_v2_snapshot	NCPPB 970													no_confirmed_public_data	no_confirmed_identity_match	not_assessed_no_confirmed_match	no	no		0	0	0
NCPPB 971	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 971; ICMP 318; LMG 758	SAMN42284547		SAMN42284547			GCF_041492255.1	Complete Genome	SRR29695345; SRR30037791	PRJNA1131460				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 972	Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 972	SAMN42284548		SAMN42284548			GCF_041519315.1	Complete Genome	SRR29695344; SRR30037790	PRJNA1131460				complete_genome_available	confirmed_exact_ncppb_identifier	same_name	no	no		1	0	0
NCPPB 973	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	present_in_v2_snapshot	NCPPB 973; ATCC 19319; ICMP 5752; LMG 876; DSM 18974; CFBP 1155	SAMN23026111; SAMEA2271958; SAMN43281667; SAMD00253072	SAMEA4358958		SAMN23026111; SAMEA2271958; SAMN43281667; SAMD00253072		GCF_020880735.1; GCF_042432025.1	Contig; Scaffold	SRR16936500	PRJNA779265; PRJNA595761	GCF_900094325.1		PRJEB647	draft_assembly_available	confirmed_exact_collection_identifier; unstructured_exact_identifier_only	same_name	no	yes	exact_identifier_only_in_title	4	1	0
