ncppb_number	current_name	name_as_received	other_references	other_collection_numbers	identifier_candidates	current_search_identifiers	high_confidence_identifiers	manual_only_identifiers	has_confirmed_biosample	accepted_biosample_count	accepted_biosample_accessions	accepted_biosample_organisms	accepted_biosample_titles	matched_identifiers	matched_identifier_types	review_candidate_count	non_xanthomonas_review_rows	no_hit_rows	conflict_rows	conflicting_accessions	taxon_only_rows	taxon_only_accessions	rescue_candidate_count	rescue_candidate_accessions	accepted_needs_review_count	accepted_needs_review_accessions	top_reject_reasons	search_result_review_status	review_priority	review_note
NCPPB 4675	Xanthomonas euroxanthea Martins et al. 2020	Xanthomonas sp.	The donor reference is CPBF 424 This isolate is also in the collections; CPBF 424, LMG 31037, CCOS 1891 This isolate was isolated by C.Fernandes	LMG 31037	LMG 31037; CPBF 424; CCOS 1891	LMG 31037; CPBF 424; CCOS 1891	LMG 31037		yes	5	SAMEA4722874; SAMEA7742038	Xanthomonas euroxanthea	Xanthomonas euroxanthea CPBF 424	NCPPB 4675; CPBF 424	ncppb_number; other_reference_identifier	0	0	0	0		0		0		0			confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4676	Xanthomonas arboricola pv. juglandis	Xanthomonas arboricola pv. juglandis	The donor reference is CPBF 1521 This isolate is also in the collections; CBPF 1521, LMG 31040, CCOS 1894 This isolate was isolated by C.Fernandes	LMG 31040	LMG 31040; CPBF 1521; CBPF 1521; CCOS 1894	LMG 31040; CPBF 1521; CBPF 1521; CCOS 1894	LMG 31040		yes	1	SAMEA4722873	Xanthomonas arboricola pv. juglandis	Xanthomonas arboricola pv. juglandis CPBF 1521	CPBF 1521	other_reference_identifier	4	0	4	0		0		0		0		query_returned_no_biosample_records:4	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4678	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is Xc6 This isolate was isolated by Tatjana Popović		XC 6	XC 6			yes	2	SAMN56511383; SAMN43286080	Xanthomonas campestris pv. campestris	Genome sequencing of Xanthomonas NCPPB 4678; Genome sequencing of Xanthomonas campestris NCPPB 4678 at Fera	NCPPB 4678	ncppb_number	100	100	0	0		0		0		0		non_xanthomonas_organism:100	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4679	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is Xc9 This isolate was isolated by Tatjana Popović		XC 9	XC 9			yes	1	SAMN56511384	Xanthomonas campestris pv. campestris	Genome sequencing of Xanthomonas NCPPB 4679	NCPPB 4679	ncppb_number	45	44	0	0		1	SAMN17198917	1	SAMN17198917	0		non_xanthomonas_organism:44; no_exact_strain_identifier_match:1	manual_review_required	P3_taxon_only_review	Target-taxon BioSample candidates exist but no exact strain identifier was found.
NCPPB 4680	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is Xc23 This isolate was isolated by Tatjana Popović		XC 23	XC 23			yes	2	SAMN56511385; SAMN43286081	Xanthomonas campestris pv. campestris	Genome sequencing of Xanthomonas NCPPB 4680; Genome sequencing of Xanthomonas campestris NCPPB 4680 at Fera	NCPPB 4680	ncppb_number	46	46	0	0		0		0		0		non_xanthomonas_organism:46	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is Xc27 This isolate was isolated by Tatjana Popović		XC 27	XC 27			yes	4	SAMN56511386; SAMN17198917; SAMN17198916; SAMN17198915	Xanthomonas campestris pv. campestris	Genome sequencing of Xanthomonas NCPPB 4681; Microbe sample from Xanthomonas campestris pv. campestris	NCPPB 4681; XC 27	ncppb_number; other_reference_identifier	16	16	0	0		0		0		0		non_xanthomonas_organism:16	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4682	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris	The donor reference is Xc318 This isolate was isolated by Tatjana Popović		XC 318	XC 318			yes	2	SAMN56511387; SAMN43286082	Xanthomonas campestris pv. campestris	Genome sequencing of Xanthomonas NCPPB 4682; Genome sequencing of Xanthomonas campestris NCPPB 4682 at Fera	NCPPB 4682	ncppb_number	1	1	0	0		0		0		0		non_xanthomonas_organism:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4692	Xanthomonas hydrangeae Dia et al. 2021	Xanthomonas hydrangeae	The donor reference is GBBC 2123 This isolate is also in the collections; LMG 31884, CCOS 1956 This isolate was isolated by Johan Van Vaerenbergh	LMG 31884	LMG 31884; GBBC 2123; CCOS 1956	LMG 31884; GBBC 2123; CCOS 1956	LMG 31884		yes	4	SAMN41996498; SAMEA7356589	Xanthomonas hydrangeae	Microbe sample from Xanthomonas hydrangeae; Xanthomonas hydrangeae LMG 31884	NCPPB 4692; LMG 31884	ncppb_number; other_reference_identifier	0	0	0	0		0		0		0			confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4693	Xanthomonas hydrangeae Dia et al. 2021	Xanthomonas hydrangeae	The donor reference is GBBC 2199 This isolate is also in the collections; LMG 31886, CCOS 1957 This isolate was isolated by Johan Van Vaerenbergh	LMG 31886	LMG 31886; GBBC 2199; CCOS 1957	LMG 31886; GBBC 2199; CCOS 1957	LMG 31886		yes	3	SAMEA7356591	Xanthomonas hydrangeae	Xanthomonas hydrangeae LMG 31886	LMG 31886	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4698	Xanthomonas hortorum Vauterin et al. 1995	Xanthomonas campestris FL-2	The donor reference is 1294-6 This isolate was isolated by Steven T. Koike		IS 1294-6			IS 1294-6	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4699	Xanthomonas hortorum Vauterin et al. 1995	Xanthomonas campestris	The donor reference is 0894-4 This isolate was isolated by Hamid Azad		IS 0894-4			IS 0894-4	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4700	Xanthomonas hortorum Vauterin et al. 1995	Xanthomonas campestris EL 2	The donor reference is 1294-9 This isolate was isolated by Steven T. Koike		IS 1294-9			IS 1294-9	no	0						1	0	1	0		0		0		0		query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4701	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978		This isolate is also in the collections; CFBP 5686-20	CFBP 5686-20	CFBP 5686-20	CFBP 5686-20	CFBP 5686-20		no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4702	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978		This isolate is also in the collections; CFBP 1371-04 This isolate was isolated by Bonnet P.	CFBP 1371-04	CFBP 1371-04	CFBP 1371-04	CFBP 1371-04		no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4703	Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978		This isolate is also in the collections; CFBP 1606-13 This isolate was isolated by Paulin J.P.	CFBP 1606-13	CFBP 1606-13	CFBP 1606-13	CFBP 1606-13		no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4704	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Reference: Co-126-2)	The donor reference is Co-126-2		CO 126-2	CO 126-2			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4705	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Reference: Arg-1A)	The donor reference is Arg-1A		ARG 1A	ARG 1A			yes	2	SAMN36357994; SAMN07735936	Xanthomonas vasicola; Xanthomonas vasicola pv. vasculorum	Arg-1A; Microbe sample from Xanthomonas vasicola pv. vasculorum	ARG 1A	other_reference_identifier	9	8	1	0		0		0		0		non_xanthomonas_organism:8; query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4706	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Reference: CO-8)	The donor reference is CO-8		CO 8	CO 8			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4707	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Reference: ARG-3A)	The donor reference is ARG-3A		ARG 3A	ARG 3A			yes	1	SAMN36357996	Xanthomonas vasicola	Arg-3A	ARG 3A	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4708	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum (Reference: IL02(1)YDC)	The donor reference is IL02(1)YDC		IL 02	IL 02			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4709	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas vasicola pv. holcicola	The donor reference is NE-18 Xvh		NE 18	NE 18			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4710	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	The donor reference is Arg-2B		ARG 2B	ARG 2B			yes	3	SAMN36701295; SAMN36357995; SAMN08773711	Xanthomonas vasicola pv. vasculorum; Xanthomonas vasicola	Genome sequencing of Xanthomonas vasicola Arg-2B; Arg-2B; Microbe sample from Xanthomonas vasicola pv. vasculorum	ARG 2B	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4711	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	The donor reference is NE-7		NE 7	NE 7			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4712	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	The donor reference is ARG-6B		ARG 6B	ARG 6B			yes	3	SAMN36701296; SAMN36357998; SAMN08773805	Xanthomonas vasicola pv. vasculorum; Xanthomonas vasicola	Genome sequencing of Xanthomonas vasicola Arg-6B; Arg-6B; Microbe sample from Xanthomonas vasicola pv. vasculorum	ARG 6B	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4713	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	The donor reference is IL-1(1)YDC		IL 1	IL 1			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4714	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	The donor reference is ARG 4B		ARG 4B	ARG 4B			yes	1	SAMN36357997	Xanthomonas vasicola	Arg-4B	ARG 4B	other_reference_identifier	1	0	1	0		0		0		0		query_returned_no_biosample_records:1	confirmed_biosample_match	confirmed_current_algorithmic_match	At least one accepted BioSample match and no current high-priority review flag.
NCPPB 4715	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	The donor reference is IAO2		IAO 2	IAO 2			no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4716	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	Xanthomonas vasicola pv. vasculorum	The donor reference is NE-16		NE 16	NE 16			no	0						101	100	1	0		0		0		0		non_xanthomonas_organism:100; query_returned_no_biosample_records:1	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4717	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	The donor reference is 10197-90 This isolate is also in the collections; ICMP 10197 This isolate was isolated by P. Heise The source of this isolate was ICMP	ICMP 10197	ICMP 10197; IS 10197-90	ICMP 10197	ICMP 10197	IS 10197-90	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4718	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver	The donor reference is 10194-90 This isolate is also in the collections; ICMP 10194 This isolate was isolated by P. Heise The source of this isolate was ICMP	ICMP 10194	ICMP 10194; IS 10194-90	ICMP 10194	ICMP 10194	IS 10194-90	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4719	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver	The donor reference is ICMP 10195 This isolate was isolated by P. Heise The source of this isolate was ICMP	ICMP 10195	ICMP 10195	ICMP 10195	ICMP 10195		no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4720	Xanthomonas campestris pv. cannae Easwaramurthy et al.	Xanthomonas campestris pv. cannae Easwaramurthy et al.	The donor reference is ICMP 8410-83 This isolate is also in the collections; ICMP 8410 This isolate was isolated by R. Easwaramurthy The source of this isolate was ICMP	ICMP 8410-83; ICMP 8410	ICMP 8410-83; ICMP 8410	ICMP 8410-83; ICMP 8410	ICMP 8410-83; ICMP 8410		no	0						3	0	3	0		0		0		0		query_returned_no_biosample_records:3	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4721	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	Xanthomonas campestris pv. viegasii Robbs et al.	The donor reference is 13093-96 This isolate is also in the collections; ICMP 13093 This isolate was isolated by J.R. Neto The source of this isolate was ICMP	ICMP 13093	ICMP 13093; IS 13093-96	ICMP 13093	ICMP 13093	IS 13093-96	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
NCPPB 4722	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	Xanthomonas campestris pv. viegasii Robbs et al.	The donor reference is 9262-87 This isolate is also in the collections; ICMP 9262 This isolate was isolated by J.R. Neto The source of this isolate was ICMP	ICMP 9262	ICMP 9262; IS 9262-87	ICMP 9262	ICMP 9262	IS 9262-87	no	0						2	0	2	0		0		0		0		query_returned_no_biosample_records:2	no_confirmed_match_yet	no_confirmed_biosample_match	No accepted BioSample match in the current local-evidence filter output.
