ncppb_number,term_type,search_term
NCPPB 4451,received_name_plus_number,"""Xanthomonas campestris pv. raphani"" ""NCPPB 4451"""
NCPPB 4466,ncppb_number,NCPPB 4466
NCPPB 4466,ncppb_number_compact,NCPPB4466
NCPPB 4466,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4466"
NCPPB 4466,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 4466"""
NCPPB 4466,received_name_plus_number,"""Xanthomonas dyei pv. lobeliae"" ""NCPPB 4466"""
NCPPB 4468,ncppb_number,NCPPB 4468
NCPPB 4468,ncppb_number_compact,NCPPB4468
NCPPB 4468,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4468"
NCPPB 4468,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 4468"""
NCPPB 4468,received_name_plus_number,"""Xanthomonas dyei pv. lobeliae"" ""NCPPB 4468"""
NCPPB 4584,ncppb_number,NCPPB 4584
NCPPB 4584,ncppb_number_compact,NCPPB4584
NCPPB 4584,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4584"
NCPPB 4584,current_name_plus_number,"""Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024"" ""NCPPB 4584"""
NCPPB 4584,received_name_plus_number,"""Xanthomonas graminis"" ""NCPPB 4584"""
NCPPB 4584,other_collection_number,LMG 588
NCPPB 4584,other_collection_number,ATCC 29090
NCPPB 4590,ncppb_number,NCPPB 4590
NCPPB 4590,ncppb_number_compact,NCPPB4590
NCPPB 4590,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4590"
NCPPB 4590,current_name_plus_number,"""Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov."" ""NCPPB 4590"""
NCPPB 4590,received_name_plus_number,"""Xanthomonas axonopodis pv. citri"" ""NCPPB 4590"""
NCPPB 4590,other_collection_number,CFBP 3369
NCPPB 4590,other_collection_number,LMG 9322
NCPPB 4590,other_collection_number,ICMP 15804
NCPPB 4590,other_collection_number,ATCC 49118
NCPPB 4594,ncppb_number,NCPPB 4594
NCPPB 4594,ncppb_number_compact,NCPPB4594
NCPPB 4594,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4594"
NCPPB 4594,current_name_plus_number,"""Xanthomonas sp. Dowson 1939"" ""NCPPB 4594"""
NCPPB 4600,ncppb_number,NCPPB 4600
NCPPB 4600,ncppb_number_compact,NCPPB4600
NCPPB 4600,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4600"
NCPPB 4600,current_name_plus_number,"""Xanthomonas nasturtii Vicente et al. 2017"" ""NCPPB 4600"""
NCPPB 4600,received_name_plus_number,"""Xanthomonas nasturtii sp. nov."" ""NCPPB 4600"""
NCPPB 4601,ncppb_number,NCPPB 4601
NCPPB 4601,ncppb_number_compact,NCPPB4601
NCPPB 4601,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4601"
NCPPB 4601,current_name_plus_number,"""Xanthomonas floridensis Vicente et al. 2017"" ""NCPPB 4601"""
NCPPB 4601,received_name_plus_number,"""Xanthomonas floridensis sp. nov."" ""NCPPB 4601"""
NCPPB 4613,ncppb_number,NCPPB 4613
NCPPB 4613,ncppb_number_compact,NCPPB4613
NCPPB 4613,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4613"
NCPPB 4613,current_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017"" ""NCPPB 4613"""
NCPPB 4613,received_name_plus_number,"""Xanthomonas vasicola pv. vasculorum"" ""NCPPB 4613"""
NCPPB 4614,ncppb_number,NCPPB 4614
NCPPB 4614,ncppb_number_compact,NCPPB4614
NCPPB 4614,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4614"
NCPPB 4614,current_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017"" ""NCPPB 4614"""
NCPPB 4614,received_name_plus_number,"""Xanthomonas vasicola pv. vasculorum"" ""NCPPB 4614"""
NCPPB 4615,ncppb_number,NCPPB 4615
NCPPB 4615,ncppb_number_compact,NCPPB4615
NCPPB 4615,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4615"
NCPPB 4615,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4615"""
NCPPB 4615,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4615"""
NCPPB 4615,other_collection_number,CFBP 7306
NCPPB 4615,other_collection_number,ATCC 29497
NCPPB 4615,other_collection_number,DSMZ 1526
NCPPB 4618,ncppb_number,NCPPB 4618
NCPPB 4618,ncppb_number_compact,NCPPB4618
NCPPB 4618,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4618"
NCPPB 4618,current_name_plus_number,"""Xanthomonas phaseoli (ex Smith) Gabriel et al. 1989 VP"" ""NCPPB 4618"""
NCPPB 4618,received_name_plus_number,"""Xanthomonas phaseoli"" ""NCPPB 4618"""
NCPPB 4618,other_collection_number,LMG 29033
NCPPB 4618,other_collection_number,ATCC 49119
NCPPB 4622,ncppb_number,NCPPB 4622
NCPPB 4622,ncppb_number_compact,NCPPB4622
NCPPB 4622,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4622"
NCPPB 4622,current_name_plus_number,"""Xanthomonas nasturtii"" ""NCPPB 4622"""
NCPPB 4623,ncppb_number,NCPPB 4623
NCPPB 4623,ncppb_number_compact,NCPPB4623
NCPPB 4623,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4623"
NCPPB 4623,current_name_plus_number,"""Xanthomonas arboricola pv. pruni (Smith) Vauterin et al."" ""NCPPB 4623"""
NCPPB 4625,ncppb_number,NCPPB 4625
NCPPB 4625,ncppb_number_compact,NCPPB4625
NCPPB 4625,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4625"
NCPPB 4625,current_name_plus_number,"""Xanthomonas campestris pv. armoraciae"" ""NCPPB 4625"""
NCPPB 4629,ncppb_number,NCPPB 4629
NCPPB 4629,ncppb_number_compact,NCPPB4629
NCPPB 4629,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4629"
NCPPB 4629,current_name_plus_number,"""Xanthomonas dyei Young et al. 2010"" ""NCPPB 4629"""
NCPPB 4629,other_collection_number,ICMP 1921
NCPPB 4629,other_collection_number,CFBP 7268
NCPPB 4629,other_collection_number,PDDCC 1921
NCPPB 4630,ncppb_number,NCPPB 4630
NCPPB 4630,ncppb_number_compact,NCPPB4630
NCPPB 4630,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4630"
NCPPB 4630,current_name_plus_number,"""Xanthomonas dyei Young et al. 2010"" ""NCPPB 4630"""
NCPPB 4630,other_collection_number,ICMP 2374
NCPPB 4630,other_collection_number,CFBP 7269
NCPPB 4630,other_collection_number,PDDCC 2374
NCPPB 4631,ncppb_number,NCPPB 4631
NCPPB 4631,ncppb_number_compact,NCPPB4631
NCPPB 4631,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4631"
NCPPB 4631,current_name_plus_number,"""Xanthomonas campestris"" ""NCPPB 4631"""
NCPPB 4632,ncppb_number,NCPPB 4632
NCPPB 4632,ncppb_number_compact,NCPPB4632
NCPPB 4632,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4632"
NCPPB 4632,current_name_plus_number,"""Xanthomonas dyei pv. eucalypti Young et al. 2010"" ""NCPPB 4632"""
NCPPB 4632,received_name_plus_number,"""Xanthomonas dyei pv. eucalypti"" ""NCPPB 4632"""
NCPPB 4632,other_collection_number,ICMP 6041
NCPPB 4632,other_collection_number,CFBP 7261
NCPPB 4633,ncppb_number,NCPPB 4633
NCPPB 4633,ncppb_number_compact,NCPPB4633
NCPPB 4633,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4633"
NCPPB 4633,current_name_plus_number,"""Xanthomonas dyei Young et al. 2010"" ""NCPPB 4633"""
NCPPB 4633,received_name_plus_number,"""Xanthomonas dyei Young et al."" ""NCPPB 4633"""
NCPPB 4633,other_collection_number,ICMP 6759
NCPPB 4633,other_collection_number,PDDCC 6759
NCPPB 4634,ncppb_number,NCPPB 4634
NCPPB 4634,ncppb_number_compact,NCPPB4634
NCPPB 4634,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4634"
NCPPB 4634,current_name_plus_number,"""Xanthomonas dyei Young et al. 2010"" ""NCPPB 4634"""
NCPPB 4634,other_collection_number,ICMP 13401
NCPPB 4634,other_collection_number,CFBP 7271
NCPPB 4635,ncppb_number,NCPPB 4635
NCPPB 4635,ncppb_number_compact,NCPPB4635
NCPPB 4635,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4635"
NCPPB 4635,current_name_plus_number,"""Xanthomonas campestris pv. tardicrescens"" ""NCPPB 4635"""
NCPPB 4635,other_collection_number,ICMP 4292
NCPPB 4660,ncppb_number,NCPPB 4660
NCPPB 4660,ncppb_number_compact,NCPPB4660
NCPPB 4660,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4660"
NCPPB 4660,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4660"""
NCPPB 4660,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4660"""
NCPPB 4661,ncppb_number,NCPPB 4661
NCPPB 4661,ncppb_number_compact,NCPPB4661
NCPPB 4661,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4661"
NCPPB 4661,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4661"""
NCPPB 4661,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4661"""
NCPPB 4662,ncppb_number,NCPPB 4662
NCPPB 4662,ncppb_number_compact,NCPPB4662
NCPPB 4662,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4662"
NCPPB 4662,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4662"""
NCPPB 4662,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4662"""
NCPPB 4663,ncppb_number,NCPPB 4663
NCPPB 4663,ncppb_number_compact,NCPPB4663
NCPPB 4663,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4663"
NCPPB 4663,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4663"""
NCPPB 4663,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4663"""
NCPPB 4664,ncppb_number,NCPPB 4664
NCPPB 4664,ncppb_number_compact,NCPPB4664
NCPPB 4664,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4664"
NCPPB 4664,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4664"""
NCPPB 4664,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4664"""
NCPPB 4665,ncppb_number,NCPPB 4665
NCPPB 4665,ncppb_number_compact,NCPPB4665
NCPPB 4665,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4665"
NCPPB 4665,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4665"""
NCPPB 4665,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4665"""
NCPPB 4666,ncppb_number,NCPPB 4666
NCPPB 4666,ncppb_number_compact,NCPPB4666
NCPPB 4666,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4666"
NCPPB 4666,current_name_plus_number,"""Xanthomonas nasturtii Vicente et al., 2017"" ""NCPPB 4666"""
NCPPB 4666,received_name_plus_number,"""Xanthomonas nasturtii"" ""NCPPB 4666"""
NCPPB 4668,ncppb_number,NCPPB 4668
NCPPB 4668,ncppb_number_compact,NCPPB4668
NCPPB 4668,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4668"
NCPPB 4668,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4668"""
NCPPB 4669,ncppb_number,NCPPB 4669
NCPPB 4669,ncppb_number_compact,NCPPB4669
NCPPB 4669,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4669"
NCPPB 4669,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4669"""
NCPPB 4669,received_name_plus_number,"""Xanthomonas campestris campestris"" ""NCPPB 4669"""
NCPPB 4670,ncppb_number,NCPPB 4670
NCPPB 4670,ncppb_number_compact,NCPPB4670
NCPPB 4670,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4670"
NCPPB 4670,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4670"""
NCPPB 4670,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4670"""
NCPPB 4671,ncppb_number,NCPPB 4671
NCPPB 4671,ncppb_number_compact,NCPPB4671
NCPPB 4671,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4671"
NCPPB 4671,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4671"""
NCPPB 4671,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4671"""
NCPPB 4675,ncppb_number,NCPPB 4675
NCPPB 4675,ncppb_number_compact,NCPPB4675
NCPPB 4675,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4675"
NCPPB 4675,current_name_plus_number,"""Xanthomonas euroxanthea Martins et al. 2020"" ""NCPPB 4675"""
NCPPB 4675,received_name_plus_number,"""Xanthomonas sp."" ""NCPPB 4675"""
NCPPB 4675,other_collection_number,LMG 31037
NCPPB 4676,ncppb_number,NCPPB 4676
NCPPB 4676,ncppb_number_compact,NCPPB4676
NCPPB 4676,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4676"
NCPPB 4676,current_name_plus_number,"""Xanthomonas arboricola pv. juglandis"" ""NCPPB 4676"""
NCPPB 4676,other_collection_number,LMG 31040
NCPPB 4678,ncppb_number,NCPPB 4678
NCPPB 4678,ncppb_number_compact,NCPPB4678
NCPPB 4678,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4678"
NCPPB 4678,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4678"""
NCPPB 4678,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4678"""
NCPPB 4679,ncppb_number,NCPPB 4679
NCPPB 4679,ncppb_number_compact,NCPPB4679
NCPPB 4679,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4679"
NCPPB 4679,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4679"""
NCPPB 4679,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4679"""
NCPPB 4680,ncppb_number,NCPPB 4680
NCPPB 4680,ncppb_number_compact,NCPPB4680
NCPPB 4680,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4680"
NCPPB 4680,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4680"""
NCPPB 4680,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4680"""
NCPPB 4681,ncppb_number,NCPPB 4681
NCPPB 4681,ncppb_number_compact,NCPPB4681
NCPPB 4681,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4681"
NCPPB 4681,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4681"""
NCPPB 4681,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4681"""
NCPPB 4682,ncppb_number,NCPPB 4682
NCPPB 4682,ncppb_number_compact,NCPPB4682
NCPPB 4682,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4682"
NCPPB 4682,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 4682"""
NCPPB 4682,received_name_plus_number,"""Xanthomonas campestris pv. campestris"" ""NCPPB 4682"""
NCPPB 4692,ncppb_number,NCPPB 4692
NCPPB 4692,ncppb_number_compact,NCPPB4692
NCPPB 4692,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4692"
NCPPB 4692,current_name_plus_number,"""Xanthomonas hydrangeae Dia et al. 2021"" ""NCPPB 4692"""
NCPPB 4692,received_name_plus_number,"""Xanthomonas hydrangeae"" ""NCPPB 4692"""
NCPPB 4692,other_collection_number,LMG 31884
NCPPB 4693,ncppb_number,NCPPB 4693
NCPPB 4693,ncppb_number_compact,NCPPB4693
NCPPB 4693,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4693"
NCPPB 4693,current_name_plus_number,"""Xanthomonas hydrangeae Dia et al. 2021"" ""NCPPB 4693"""
NCPPB 4693,received_name_plus_number,"""Xanthomonas hydrangeae"" ""NCPPB 4693"""
NCPPB 4693,other_collection_number,LMG 31886
NCPPB 4698,ncppb_number,NCPPB 4698
NCPPB 4698,ncppb_number_compact,NCPPB4698
NCPPB 4698,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4698"
NCPPB 4698,current_name_plus_number,"""Xanthomonas hortorum Vauterin et al. 1995"" ""NCPPB 4698"""
NCPPB 4698,received_name_plus_number,"""Xanthomonas campestris FL-2"" ""NCPPB 4698"""
NCPPB 4699,ncppb_number,NCPPB 4699
NCPPB 4699,ncppb_number_compact,NCPPB4699
NCPPB 4699,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4699"
NCPPB 4699,current_name_plus_number,"""Xanthomonas hortorum Vauterin et al. 1995"" ""NCPPB 4699"""
NCPPB 4699,received_name_plus_number,"""Xanthomonas campestris"" ""NCPPB 4699"""
NCPPB 4700,ncppb_number,NCPPB 4700
NCPPB 4700,ncppb_number_compact,NCPPB4700
NCPPB 4700,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4700"
NCPPB 4700,current_name_plus_number,"""Xanthomonas hortorum Vauterin et al. 1995"" ""NCPPB 4700"""
NCPPB 4700,received_name_plus_number,"""Xanthomonas campestris EL 2"" ""NCPPB 4700"""
NCPPB 4701,ncppb_number,NCPPB 4701
NCPPB 4701,ncppb_number_compact,NCPPB4701
NCPPB 4701,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4701"
NCPPB 4701,current_name_plus_number,"""Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978"" ""NCPPB 4701"""
NCPPB 4701,other_collection_number,CFBP 5686-20
NCPPB 4702,ncppb_number,NCPPB 4702
NCPPB 4702,ncppb_number_compact,NCPPB4702
NCPPB 4702,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4702"
NCPPB 4702,current_name_plus_number,"""Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978"" ""NCPPB 4702"""
NCPPB 4702,other_collection_number,CFBP 1371-04
NCPPB 4703,ncppb_number,NCPPB 4703
NCPPB 4703,ncppb_number_compact,NCPPB4703
NCPPB 4703,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4703"
NCPPB 4703,current_name_plus_number,"""Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978"" ""NCPPB 4703"""
NCPPB 4703,other_collection_number,CFBP 1606-13
NCPPB 4704,ncppb_number,NCPPB 4704
NCPPB 4704,ncppb_number_compact,NCPPB4704
NCPPB 4704,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4704"
NCPPB 4704,current_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017"" ""NCPPB 4704"""
NCPPB 4704,received_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Reference: Co-126-2)"" ""NCPPB 4704"""
NCPPB 4705,ncppb_number,NCPPB 4705
NCPPB 4705,ncppb_number_compact,NCPPB4705
NCPPB 4705,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4705"
NCPPB 4705,current_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017"" ""NCPPB 4705"""
NCPPB 4705,received_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Reference: Arg-1A)"" ""NCPPB 4705"""
NCPPB 4706,ncppb_number,NCPPB 4706
NCPPB 4706,ncppb_number_compact,NCPPB4706
NCPPB 4706,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4706"
NCPPB 4706,current_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017"" ""NCPPB 4706"""
NCPPB 4706,received_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Reference: CO-8)"" ""NCPPB 4706"""
NCPPB 4707,ncppb_number,NCPPB 4707
NCPPB 4707,ncppb_number_compact,NCPPB4707
NCPPB 4707,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4707"
NCPPB 4707,current_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017"" ""NCPPB 4707"""
NCPPB 4707,received_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Reference: ARG-3A)"" ""NCPPB 4707"""
NCPPB 4708,ncppb_number,NCPPB 4708
NCPPB 4708,ncppb_number_compact,NCPPB4708
NCPPB 4708,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4708"
NCPPB 4708,current_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017"" ""NCPPB 4708"""
NCPPB 4708,received_name_plus_number,"""Xanthomonas vasicola pv. vasculorum (Reference: IL02(1)YDC)"" ""NCPPB 4708"""
NCPPB 4709,ncppb_number,NCPPB 4709
NCPPB 4709,ncppb_number_compact,NCPPB4709
NCPPB 4709,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 4709"
NCPPB 4709,current_name_plus_number,"""Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995"" ""NCPPB 4709"""
