ncppb_number,term_type,search_term
NCPPB 412,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 412"
NCPPB 412,current_name_plus_number,"""Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995"" ""NCPPB 412"""
NCPPB 412,received_name_plus_number,"""Xanthomonas juglandis"" ""NCPPB 412"""
NCPPB 412,alternative_name_plus_number,"""Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978"" ""NCPPB 412"""
NCPPB 414,ncppb_number,NCPPB 414
NCPPB 414,ncppb_number_compact,NCPPB414
NCPPB 414,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 414"
NCPPB 414,current_name_plus_number,"""Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995"" ""NCPPB 414"""
NCPPB 414,received_name_plus_number,"""Xanthomonas juglandis"" ""NCPPB 414"""
NCPPB 414,alternative_name_plus_number,"""Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978"" ""NCPPB 414"""
NCPPB 415,ncppb_number,NCPPB 415
NCPPB 415,ncppb_number_compact,NCPPB415
NCPPB 415,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 415"
NCPPB 415,current_name_plus_number,"""Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995"" ""NCPPB 415"""
NCPPB 415,received_name_plus_number,"""Xanthomonas juglandis"" ""NCPPB 415"""
NCPPB 415,alternative_name_plus_number,"""Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978"" ""NCPPB 415"""
NCPPB 416,ncppb_number,NCPPB 416
NCPPB 416,ncppb_number_compact,NCPPB416
NCPPB 416,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 416"
NCPPB 416,current_name_plus_number,"""Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995"" ""NCPPB 416"""
NCPPB 416,received_name_plus_number,"""Xanthomonas pruni"" ""NCPPB 416"""
NCPPB 416,alternative_name_plus_number,"""Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978"" ""NCPPB 416"""
NCPPB 416,other_collection_number,ATCC 19316
NCPPB 416,other_collection_number,ICMP 51
NCPPB 416,other_collection_number,LMG 852
NCPPB 416,other_collection_number,CFBP 2535
NCPPB 418,ncppb_number,NCPPB 418
NCPPB 418,ncppb_number_compact,NCPPB418
NCPPB 418,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 418"
NCPPB 418,current_name_plus_number,"""Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995"" ""NCPPB 418"""
NCPPB 418,received_name_plus_number,"""Xanthomonas pruni"" ""NCPPB 418"""
NCPPB 418,alternative_name_plus_number,"""Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978"" ""NCPPB 418"""
NCPPB 419,ncppb_number,NCPPB 419
NCPPB 419,ncppb_number_compact,NCPPB419
NCPPB 419,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 419"
NCPPB 419,current_name_plus_number,"""Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995"" ""NCPPB 419"""
NCPPB 419,received_name_plus_number,"""Xanthomonas pruni"" ""NCPPB 419"""
NCPPB 419,alternative_name_plus_number,"""Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978"" ""NCPPB 419"""
NCPPB 420,ncppb_number,NCPPB 420
NCPPB 420,ncppb_number_compact,NCPPB420
NCPPB 420,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 420"
NCPPB 420,current_name_plus_number,"""Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995"" ""NCPPB 420"""
NCPPB 420,received_name_plus_number,"""Xanthomonas pruni"" ""NCPPB 420"""
NCPPB 420,alternative_name_plus_number,"""Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978"" ""NCPPB 420"""
NCPPB 421,ncppb_number,NCPPB 421
NCPPB 421,ncppb_number_compact,NCPPB421
NCPPB 421,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 421"
NCPPB 421,current_name_plus_number,"""Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995"" ""NCPPB 421"""
NCPPB 421,received_name_plus_number,"""Xanthomonas pruni"" ""NCPPB 421"""
NCPPB 421,alternative_name_plus_number,"""Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978"" ""NCPPB 421"""
NCPPB 422,ncppb_number,NCPPB 422
NCPPB 422,ncppb_number_compact,NCPPB422
NCPPB 422,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 422"
NCPPB 422,current_name_plus_number,"""Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995"" ""NCPPB 422"""
NCPPB 422,received_name_plus_number,"""Xanthomonas vesicatoria (Doidge 1920) Dowson 1939"" ""NCPPB 422"""
NCPPB 422,alternative_name_plus_number,"""Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978"" ""NCPPB 422"""
NCPPB 422,other_collection_number,ICMP 63
NCPPB 422,other_collection_number,LMG 911
NCPPB 422,other_collection_number,ATCC 35937
NCPPB 423,ncppb_number,NCPPB 423
NCPPB 423,ncppb_number_compact,NCPPB423
NCPPB 423,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 423"
NCPPB 423,current_name_plus_number,"""Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995"" ""NCPPB 423"""
NCPPB 423,received_name_plus_number,"""Xanthomonas vesicatoria (Doidge 1920) Dowson 1939"" ""NCPPB 423"""
NCPPB 423,alternative_name_plus_number,"""Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978"" ""NCPPB 423"""
NCPPB 423,other_collection_number,ICMP 65
NCPPB 423,other_collection_number,LMG 916
NCPPB 424,ncppb_number,NCPPB 424
NCPPB 424,ncppb_number_compact,NCPPB424
NCPPB 424,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 424"
NCPPB 424,current_name_plus_number,"""Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995"" ""NCPPB 424"""
NCPPB 424,received_name_plus_number,"""Xanthomonas vesicatoria (Doidge 1920) Dowson 1939"" ""NCPPB 424"""
NCPPB 424,alternative_name_plus_number,"""Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978"" ""NCPPB 424"""
NCPPB 424,other_collection_number,ICMP 66
NCPPB 424,other_collection_number,LMG 917
NCPPB 425,ncppb_number,NCPPB 425
NCPPB 425,ncppb_number_compact,NCPPB425
NCPPB 425,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 425"
NCPPB 425,current_name_plus_number,"""Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995"" ""NCPPB 425"""
NCPPB 425,received_name_plus_number,"""Xanthomonas carotae Kendrick 1934"" ""NCPPB 425"""
NCPPB 425,alternative_name_plus_number,"""Xanthomonas campestris pv. carotae (Kendrick 1934) Dye 1978"" ""NCPPB 425"""
NCPPB 457,ncppb_number,NCPPB 457
NCPPB 457,ncppb_number_compact,NCPPB457
NCPPB 457,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 457"
NCPPB 457,current_name_plus_number,"""Xanthomonas axonopodis pv. axonopodis Starr & Garces 1950"" ""NCPPB 457"""
NCPPB 457,received_name_plus_number,"""Xanthomonas axonopodis Starr & Garces 1950"" ""NCPPB 457"""
NCPPB 457,other_collection_number,ATCC 19312
NCPPB 457,other_collection_number,ICMP 50
NCPPB 457,other_collection_number,LMG 982
NCPPB 457,other_collection_number,DSMZ 3585
NCPPB 464,ncppb_number,NCPPB 464
NCPPB 464,ncppb_number_compact,NCPPB464
NCPPB 464,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 464"
NCPPB 464,current_name_plus_number,"""Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978"" ""NCPPB 464"""
NCPPB 464,other_collection_number,ICMP 359
NCPPB 464,other_collection_number,LMG 9052
NCPPB 465,ncppb_number,NCPPB 465
NCPPB 465,ncppb_number_compact,NCPPB465
NCPPB 465,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 465"
NCPPB 465,current_name_plus_number,"""Xanthomonas campestris pv. olitorii (Sabet 1957) Dye 1978"" ""NCPPB 465"""
NCPPB 466,ncppb_number,NCPPB 466
NCPPB 466,ncppb_number_compact,NCPPB466
NCPPB 466,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 466"
NCPPB 466,current_name_plus_number,"""Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov."" ""NCPPB 466"""
NCPPB 466,received_name_plus_number,"""Xanthomonas punicae Hingorani & Singh 1959"" ""NCPPB 466"""
NCPPB 466,alternative_name_plus_number,"""Xanthomonas campestris pv. punicae (Hingorani & Singh 1959) Dye 1978"" ""NCPPB 466"""
NCPPB 466,other_collection_number,ICMP 360
NCPPB 466,other_collection_number,LMG 859
NCPPB 473,ncppb_number,NCPPB 473
NCPPB 473,ncppb_number_compact,NCPPB473
NCPPB 473,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 473"
NCPPB 473,current_name_plus_number,"""Xanthomonas citri pv. punicae (Hingorani & Singh 1959) Constantin et al. 2016 comb. nov."" ""NCPPB 473"""
NCPPB 473,received_name_plus_number,"""Xanthomonas punicae Hingorani & Singh 1959"" ""NCPPB 473"""
NCPPB 473,alternative_name_plus_number,"""Xanthomonas campestris pv. punicae (Hingorani & Singh 1959) Dye 1978"" ""NCPPB 473"""
NCPPB 476,ncppb_number,NCPPB 476
NCPPB 476,ncppb_number_compact,NCPPB476
NCPPB 476,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 476"
NCPPB 476,current_name_plus_number,"""Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995"" ""NCPPB 476"""
NCPPB 476,received_name_plus_number,"""Xanthomonas vesicatoria (Doidge 1920) Dowson 1939"" ""NCPPB 476"""
NCPPB 477,ncppb_number,NCPPB 477
NCPPB 477,ncppb_number_compact,NCPPB477
NCPPB 477,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 477"
NCPPB 477,current_name_plus_number,"""Xanthomonas citri pv. trichodesmae (Patel et al.1952) Harrison et al. 2023"" ""NCPPB 477"""
NCPPB 478,ncppb_number,NCPPB 478
NCPPB 478,ncppb_number_compact,NCPPB478
NCPPB 478,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 478"
NCPPB 478,current_name_plus_number,"""Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995"" ""NCPPB 478"""
NCPPB 478,received_name_plus_number,"""Xanthomonas cassiae"" ""NCPPB 478"""
NCPPB 478,alternative_name_plus_number,"""Xanthomonas campestris pv. cassiae (Kulkarni et al. 1951) Dye 1978"" ""NCPPB 478"""
NCPPB 479,ncppb_number,NCPPB 479
NCPPB 479,ncppb_number_compact,NCPPB479
NCPPB 479,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 479"
NCPPB 479,current_name_plus_number,"""Xanthomonas axonopodis pv. melhusii (Patel et al. 1952) Vauterin et al. 1995"" ""NCPPB 479"""
NCPPB 479,received_name_plus_number,"""Xanthomonas melhusii Patel et al. 1952"" ""NCPPB 479"""
NCPPB 479,alternative_name_plus_number,"""Xanthomonas campestris pv. melhusii (Patel et al. 1952) Dye 1978"" ""NCPPB 479"""
NCPPB 480,ncppb_number,NCPPB 480
NCPPB 480,ncppb_number_compact,NCPPB480
NCPPB 480,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 480"
NCPPB 480,current_name_plus_number,"""Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov."" ""NCPPB 480"""
NCPPB 480,received_name_plus_number,"""Xanthomonas alfalfae"" ""NCPPB 480"""
NCPPB 480,alternative_name_plus_number,"""Xanthomonas campestris pv. alfalfae (Riker et al. 1935) Dye 1978"" ""NCPPB 480"""
NCPPB 480,other_collection_number,CFBP 7121
NCPPB 481,ncppb_number,NCPPB 481
NCPPB 481,ncppb_number_compact,NCPPB481
NCPPB 481,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 481"
NCPPB 481,current_name_plus_number,"""Xanthomonas axonopodis pv. desmodii (Patel 1949) Vauterin et al. 1995"" ""NCPPB 481"""
NCPPB 481,received_name_plus_number,"""Xanthomonas desmodii Patel 1949"" ""NCPPB 481"""
NCPPB 481,alternative_name_plus_number,"""Xanthomonas campestris pv. desmodii (Patel 1949) Dye 1978"" ""NCPPB 481"""
NCPPB 481,other_collection_number,ATCC 11640
NCPPB 481,other_collection_number,ICMP 315
NCPPB 481,other_collection_number,LMG 692
NCPPB 485,ncppb_number,NCPPB 485
NCPPB 485,ncppb_number_compact,NCPPB485
NCPPB 485,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 485"
NCPPB 485,current_name_plus_number,"""Xanthomonas axonopodis pv. betlicola (Patel et al. 1951) Vauterin et al. 1995"" ""NCPPB 485"""
NCPPB 485,received_name_plus_number,"""Xanthomonas betlicola"" ""NCPPB 485"""
NCPPB 485,alternative_name_plus_number,"""Xanthomonas campestris pv. betlicola (Patel et al. 1951) Dye 1978"" ""NCPPB 485"""
NCPPB 488,ncppb_number,NCPPB 488
NCPPB 488,ncppb_number_compact,NCPPB488
NCPPB 488,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 488"
NCPPB 488,current_name_plus_number,"""Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995"" ""NCPPB 488"""
NCPPB 488,received_name_plus_number,"""X. ricinicola."" ""NCPPB 488"""
NCPPB 488,alternative_name_plus_number,"""Xanthomonas campestris pv. ricini (Yoshi & T akimoto 1928) Dye 1978"" ""NCPPB 488"""
NCPPB 488,other_collection_number,ATCC 11767
NCPPB 488,other_collection_number,LMG 7441
NCPPB 488,other_collection_number,ICMP 248
NCPPB 490,ncppb_number,NCPPB 490
NCPPB 490,ncppb_number_compact,NCPPB490
NCPPB 490,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 490"
NCPPB 490,current_name_plus_number,"""Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov."" ""NCPPB 490"""
NCPPB 490,other_collection_number,ATCC 11637
NCPPB 490,other_collection_number,ICMP 5740
NCPPB 490,other_collection_number,LMG 941
NCPPB 490,other_collection_number,CFBP 1716
NCPPB 509,ncppb_number,NCPPB 509
NCPPB 509,ncppb_number_compact,NCPPB509
NCPPB 509,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 509"
NCPPB 509,current_name_plus_number,"""Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995"" ""NCPPB 509"""
NCPPB 509,received_name_plus_number,"""Xanthomonas vesicatoria (Doidge 1920) Dowson 1939"" ""NCPPB 509"""
NCPPB 509,alternative_name_plus_number,"""Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978"" ""NCPPB 509"""
NCPPB 509,other_collection_number,LMG 919
NCPPB 510,ncppb_number,NCPPB 510
NCPPB 510,ncppb_number_compact,NCPPB510
NCPPB 510,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 510"
NCPPB 510,current_name_plus_number,"""Xanthomonas albilineans (Ashby 1929) Dowson 1943"" ""NCPPB 510"""
NCPPB 510,received_name_plus_number,"""Xanthomonas albilineans"" ""NCPPB 510"""
NCPPB 526,ncppb_number,NCPPB 526
NCPPB 526,ncppb_number_compact,NCPPB526
NCPPB 526,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 526"
NCPPB 526,current_name_plus_number,"""Xanthomonas albilineans (Ashby 1929) Dowson 1943"" ""NCPPB 526"""
NCPPB 526,received_name_plus_number,"""Xanthomonas albilineans"" ""NCPPB 526"""
NCPPB 528,ncppb_number,NCPPB 528
NCPPB 528,ncppb_number_compact,NCPPB528
NCPPB 528,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 528"
NCPPB 528,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 528"""
NCPPB 528,received_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 528"""
NCPPB 528,other_collection_number,ICMP 13
NCPPB 528,other_collection_number,ATCC 33913
NCPPB 528,other_collection_number,LMG 568
NCPPB 528,other_collection_number,CIP 100069
NCPPB 529,ncppb_number,NCPPB 529
NCPPB 529,ncppb_number_compact,NCPPB529
NCPPB 529,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 529"
NCPPB 529,current_name_plus_number,"""Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939"" ""NCPPB 529"""
NCPPB 529,received_name_plus_number,"""Xanthomonas campestris (Pammel 1895) Dowson 1939"" ""NCPPB 529"""
NCPPB 535,ncppb_number,NCPPB 535
NCPPB 535,ncppb_number_compact,NCPPB535
NCPPB 535,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 535"
NCPPB 535,current_name_plus_number,"""Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995"" ""NCPPB 535"""
NCPPB 535,received_name_plus_number,"""Xanthomonas ricini (Yoshi & T akimoto 1928) Dowson 1939"" ""NCPPB 535"""
NCPPB 535,alternative_name_plus_number,"""Xanthomonas campestris pv. ricini (Yoshi & T akimoto 1928) Dye 1978"" ""NCPPB 535"""
NCPPB 536,ncppb_number,NCPPB 536
NCPPB 536,ncppb_number_compact,NCPPB536
NCPPB 536,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 536"
NCPPB 536,current_name_plus_number,"""Xanthomonas axonopodis pv. khayae (Sabet 1959) Vauterin et al. 1995"" ""NCPPB 536"""
NCPPB 536,received_name_plus_number,"""Xanthomonas khayae Sabet 1959"" ""NCPPB 536"""
NCPPB 536,alternative_name_plus_number,"""Xanthomonas campestris pv. khayae (Sabet 1959) Dye 1978"" ""NCPPB 536"""
NCPPB 536,other_collection_number,ICMP 671
NCPPB 536,other_collection_number,LMG 753
NCPPB 554,ncppb_number,NCPPB 554
NCPPB 554,ncppb_number_compact,NCPPB554
NCPPB 554,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 554"
NCPPB 554,current_name_plus_number,"""Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb. nov."" ""NCPPB 554"""
NCPPB 554,received_name_plus_number,"""X. phaseoli var. sojense"" ""NCPPB 554"""
NCPPB 554,alternative_name_plus_number,"""Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978"" ""NCPPB 554"""
NCPPB 554,other_collection_number,ICMP 5732
NCPPB 554,other_collection_number,LMG 712
NCPPB 554,other_collection_number,CFBP 2526
NCPPB 554,other_collection_number,ATCC 43911
NCPPB 555,ncppb_number,NCPPB 555
NCPPB 555,ncppb_number_compact,NCPPB555
NCPPB 555,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 555"
NCPPB 555,current_name_plus_number,"""Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov."" ""NCPPB 555"""
NCPPB 555,received_name_plus_number,"""X. vignicola Burkholder 1944"" ""NCPPB 555"""
NCPPB 555,alternative_name_plus_number,"""Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978"" ""NCPPB 555"""
NCPPB 556,ncppb_number,NCPPB 556
NCPPB 556,ncppb_number_compact,NCPPB556
NCPPB 556,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 556"
NCPPB 556,current_name_plus_number,"""Xanthomonas axonopodis Starr & Garcés 1950"" ""NCPPB 556"""
NCPPB 556,received_name_plus_number,"""Xanthomonas phaseoli (Smith 1897) Dowson 1939"" ""NCPPB 556"""
NCPPB 556,alternative_name_plus_number,"""Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978"" ""NCPPB 556"""
NCPPB 557,ncppb_number,NCPPB 557
NCPPB 557,ncppb_number_compact,NCPPB557
NCPPB 557,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 557"
NCPPB 557,current_name_plus_number,"""Xanthomonas axonopodis (Smith 1897) Vauterin et al.1995"" ""NCPPB 557"""
NCPPB 557,received_name_plus_number,"""Xanthomonas phaseoli (Smith 1897) Dowson 1939"" ""NCPPB 557"""
NCPPB 557,alternative_name_plus_number,"""Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978"" ""NCPPB 557"""
NCPPB 570,ncppb_number,NCPPB 570
NCPPB 570,ncppb_number_compact,NCPPB570
NCPPB 570,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 570"
NCPPB 570,current_name_plus_number,"""Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978"" ""NCPPB 570"""
NCPPB 570,other_collection_number,ATCC 11645
NCPPB 570,other_collection_number,ICMP 441
NCPPB 570,other_collection_number,LMG 498
NCPPB 571,ncppb_number,NCPPB 571
NCPPB 571,ncppb_number_compact,NCPPB571
NCPPB 571,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 571"
NCPPB 571,current_name_plus_number,"""Xanthomonas campestris pv. badrii (Patel et al.1950) Dye 1978"" ""NCPPB 571"""
NCPPB 571,other_collection_number,ATCC 11672
NCPPB 571,other_collection_number,ICMP 571
NCPPB 571,other_collection_number,LMG 546
NCPPB 573,ncppb_number,NCPPB 573
NCPPB 573,ncppb_number_compact,NCPPB573
NCPPB 573,collection_name_plus_number,"""National Collection of Plant Pathogenic Bacteria"" 573"
NCPPB 573,current_name_plus_number,"""Xanthomonas axonopodis pv. cajani (Kulkarni et al. 1950) Vauterin et al. 1995"" ""NCPPB 573"""
NCPPB 573,received_name_plus_number,"""Xanthomonas cajani"" ""NCPPB 573"""
NCPPB 573,alternative_name_plus_number,"""Xanthomonas campestris pv. cajani (Kulkarni et al. 1950) Dye 1978"" ""NCPPB 573"""
NCPPB 573,other_collection_number,ATCC 11639
